tender_id,rule_po_splitting,rule_duplicate_invoice,rule_thin_competition,rule_round_near_threshold,rule_vendor_concentration,rule_new_vendor_large_first,n_rules_triggered,rule_score,rule_reasons
T00891,False,False,False,False,False,False,0,0,
T00892,False,False,False,False,False,False,0,0,
T00893,False,False,False,False,False,False,0,0,
T00894,False,False,False,False,False,False,0,0,
T00895,False,False,False,False,False,False,0,0,
T00896,False,False,False,False,False,False,0,0,
T00897,False,False,False,False,False,False,0,0,
T00898,False,False,False,False,False,False,0,0,
T00899,False,False,False,True,False,False,1,1,"$440,000 is a round number sitting within 15% of the $500,000 limit"
T00900,False,False,False,False,False,False,0,0,
T00901,False,False,False,False,False,False,0,0,
T00902,False,False,False,False,False,False,0,0,
T00903,False,False,False,False,False,False,0,0,
T00904,False,False,False,False,False,False,0,0,
T00905,False,False,False,False,False,False,0,0,
T00906,False,False,False,False,False,False,0,0,
T00907,False,False,False,False,False,False,0,0,
T00908,False,False,False,False,False,False,0,0,
T00909,False,False,False,False,False,False,0,0,
T00910,False,False,False,False,False,False,0,0,
T00911,False,False,False,False,False,False,0,0,
T00912,False,False,False,False,False,False,0,0,
T00913,False,False,False,False,False,False,0,0,
T00914,False,False,False,False,False,False,0,0,
T00915,False,False,False,False,True,False,1,1,Vendor V0176 gets 57% of all its work from buyer E0000 alone
T00916,False,False,False,False,False,False,0,0,
T00917,False,False,False,False,False,False,0,0,
T00918,False,False,False,False,False,False,0,0,
T00919,False,False,False,False,False,False,0,0,
T00920,False,False,False,False,False,False,0,0,
T00921,False,False,False,False,False,False,0,0,
T00922,False,False,False,False,False,False,0,0,
T00923,False,False,False,False,False,False,0,0,
T00924,False,False,False,False,False,False,0,0,
T00925,False,False,False,False,False,False,0,0,
T00926,False,False,False,False,False,False,0,0,
T00927,False,False,False,False,False,False,0,0,
T00928,False,False,False,False,False,False,0,0,
T00929,False,False,False,False,False,False,0,0,
T00930,False,False,False,False,False,False,0,0,
T00931,False,False,False,False,False,False,0,0,
T00932,False,False,True,False,False,False,1,1,"$271,305 awarded via limited_tender with only 2 bidder(s)"
T00933,False,False,False,False,False,False,0,0,
T00934,False,False,False,False,False,False,0,0,
T00935,False,False,True,False,False,False,1,1,"$108,696 awarded via limited_tender with only 2 bidder(s)"
T00936,False,False,False,False,False,False,0,0,
T00937,False,False,False,False,False,False,0,0,
T00938,False,False,False,False,False,False,0,0,
T00939,False,False,False,False,False,False,0,0,
T00940,False,False,False,False,False,False,0,0,
T00941,False,False,False,False,False,False,0,0,
T00942,False,False,False,False,True,False,1,1,Vendor V0193 gets 55% of all its work from buyer E0011 alone
T00943,False,False,False,False,False,False,0,0,
T00944,False,False,False,False,False,False,0,0,
T00945,False,False,False,False,False,False,0,0,
T00946,False,False,False,False,False,False,0,0,
T00947,False,False,False,False,False,False,0,0,
T00948,False,False,False,False,False,False,0,0,
T00949,False,False,False,False,False,False,0,0,
T00950,False,False,False,False,False,False,0,0,
T00951,False,False,False,False,False,False,0,0,
T00952,False,False,True,False,False,False,1,1,"$72,782 awarded via single_source with only 1 bidder(s)"
T00953,False,False,True,False,False,False,1,1,"$57,182 awarded via single_source with only 1 bidder(s)"
T00954,False,False,False,False,False,False,0,0,
T00955,False,False,False,False,False,False,0,0,
T00956,False,False,False,False,False,False,0,0,
T00957,False,False,False,False,False,False,0,0,
T00958,False,False,False,False,False,False,0,0,
T00959,False,False,False,False,False,False,0,0,
T00960,False,False,False,False,False,False,0,0,
T00961,False,False,False,False,False,False,0,0,
T00962,False,False,False,False,False,False,0,0,
T00963,False,False,False,False,False,False,0,0,
T00964,False,False,True,False,False,False,1,1,"$61,402 awarded via single_source with only 1 bidder(s)"
T00965,False,False,False,False,False,False,0,0,
T00966,False,False,False,False,False,False,0,0,
T00967,False,False,False,False,False,False,0,0,
T00968,False,False,False,False,False,False,0,0,
T00969,False,False,False,False,False,False,0,0,
T00970,False,False,False,False,False,False,0,0,
T00971,False,False,False,False,False,False,0,0,
T00972,False,False,False,False,False,False,0,0,
T00973,False,False,False,False,False,False,0,0,
T00974,False,False,False,False,False,False,0,0,
T00975,False,False,False,False,False,False,0,0,
T00976,False,False,False,False,False,False,0,0,
T00977,False,False,False,False,False,False,0,0,
T00978,False,False,False,False,False,False,0,0,
T00979,False,False,False,False,False,False,0,0,
T00980,False,False,False,False,False,False,0,0,
T00981,False,False,False,False,False,False,0,0,
T00982,False,False,False,False,False,False,0,0,
T00983,False,False,False,False,False,False,0,0,
T00984,False,False,False,False,False,False,0,0,
T00985,False,False,False,False,False,False,0,0,
T00986,False,False,False,False,False,False,0,0,
T00987,False,False,False,False,False,False,0,0,
T00988,False,False,False,False,False,False,0,0,
T00989,False,False,False,False,False,False,0,0,
T00990,False,False,False,False,False,False,0,0,
T00991,False,False,False,False,False,False,0,0,
T00992,False,False,False,False,False,False,0,0,
T00993,False,False,False,False,False,False,0,0,
T00994,False,False,True,False,False,False,1,1,"$160,296 awarded via limited_tender with only 2 bidder(s)"
T00995,False,False,False,True,False,False,1,1,"$88,000 is a round number sitting within 15% of the $100,000 limit"
T00996,False,False,False,False,False,False,0,0,
T00997,False,False,False,True,False,False,1,1,"$96,000 is a round number sitting within 15% of the $100,000 limit"
T00998,False,False,False,False,False,False,0,0,
T00999,False,False,False,False,False,False,0,0,
T01000,False,False,False,False,False,False,0,0,
T01001,False,False,False,False,False,False,0,0,
T01002,False,False,False,False,False,False,0,0,
T01003,False,False,False,False,False,False,0,0,
T01004,False,False,False,False,False,False,0,0,
T01005,False,False,False,False,False,False,0,0,
T01006,False,False,False,False,False,False,0,0,
T01007,False,False,False,False,False,False,0,0,
T01008,False,False,False,False,False,False,0,0,
T01009,False,False,False,False,False,False,0,0,
T01010,False,False,False,False,False,False,0,0,
T01011,False,False,False,False,False,False,0,0,
T01012,False,False,False,False,False,False,0,0,
T01013,False,False,False,False,False,False,0,0,
T01014,False,False,False,False,False,False,0,0,
T01015,False,False,False,False,False,False,0,0,
T01016,False,False,False,False,False,False,0,0,
T01017,False,False,False,False,False,False,0,0,
T01018,False,True,False,False,False,False,1,1,"Same vendor billed $20,702 twice, 11 days apart (invoices INV00103 / INV01018)"
T01019,False,False,False,False,False,False,0,0,
T01020,False,False,False,False,False,False,0,0,
T01021,False,False,False,False,False,False,0,0,
T01022,False,False,False,False,False,False,0,0,
T01023,False,False,False,False,False,False,0,0,
T01024,False,False,False,False,False,False,0,0,
T01025,False,False,False,False,False,False,0,0,
T01026,False,False,False,False,False,False,0,0,
T01027,False,False,False,False,False,False,0,0,
T01028,False,False,False,False,False,False,0,0,
T01029,False,False,True,False,False,False,1,1,"$430,244 awarded via limited_tender with only 2 bidder(s)"
T01030,False,False,False,False,False,False,0,0,
T01031,False,False,False,False,False,False,0,0,
T01032,False,False,False,False,False,False,0,0,
T01033,False,False,False,False,False,False,0,0,
T01034,False,False,False,False,False,False,0,0,
T01035,False,False,False,False,False,False,0,0,
T01036,False,False,False,False,False,False,0,0,
T01037,False,False,False,False,False,False,0,0,
T01038,False,False,False,False,False,False,0,0,
T01039,False,False,False,False,False,False,0,0,
T01040,False,False,False,False,False,False,0,0,
T01041,False,False,False,False,False,False,0,0,
T01042,False,False,False,False,False,False,0,0,
T01043,False,False,False,False,False,False,0,0,
T01044,False,False,False,False,False,False,0,0,
T01045,False,False,False,False,False,False,0,0,
T01046,False,False,False,False,False,False,0,0,
T01047,False,False,False,False,False,False,0,0,
T01048,False,False,False,False,False,False,0,0,
T01049,False,False,False,False,False,False,0,0,
T01050,False,False,False,False,False,False,0,0,
T01051,False,False,False,False,False,False,0,0,
T01052,False,False,True,False,False,False,1,1,"$126,485 awarded via limited_tender with only 2 bidder(s)"
T01053,False,False,False,False,False,False,0,0,
T01054,False,False,False,False,False,False,0,0,
T01055,False,False,False,False,False,False,0,0,
T01056,False,False,True,False,False,False,1,1,"$60,471 awarded via limited_tender with only 2 bidder(s)"
T01057,False,False,False,False,False,False,0,0,
T01058,False,False,False,False,False,False,0,0,
T01059,False,False,False,False,False,False,0,0,
T01060,False,False,False,False,False,False,0,0,
T01061,False,False,False,False,False,False,0,0,
T01062,False,False,False,False,False,False,0,0,
T01063,False,False,False,False,False,False,0,0,
T01064,False,False,False,False,False,False,0,0,
T01065,False,False,False,False,False,False,0,0,
T01066,False,False,False,False,False,False,0,0,
T01067,False,False,False,False,False,False,0,0,
T01068,False,False,False,False,False,False,0,0,
T01069,False,False,False,False,False,False,0,0,
T01070,False,False,False,False,False,False,0,0,
T01071,False,False,False,False,False,False,0,0,
T01072,False,False,False,False,False,False,0,0,
T01073,False,False,False,False,False,False,0,0,
T01074,False,False,True,False,False,False,1,1,"$642,729 awarded via single_source with only 1 bidder(s)"
T01075,False,False,False,False,False,False,0,0,
T01076,False,False,False,False,False,False,0,0,
T01077,False,False,False,False,False,False,0,0,
T01078,False,False,False,False,False,False,0,0,
T01079,False,False,False,False,False,False,0,0,
T01080,False,False,True,False,False,False,1,1,"$162,694 awarded via single_source with only 1 bidder(s)"
T01081,False,False,False,False,False,False,0,0,
T01082,False,False,True,False,False,False,1,1,"$87,421 awarded via single_source with only 1 bidder(s)"
T01083,False,False,False,False,False,False,0,0,
T01084,False,False,False,False,False,False,0,0,
T01085,False,False,False,False,False,False,0,0,
T01086,False,False,False,False,False,False,0,0,
T01087,False,False,False,False,False,False,0,0,
T01088,False,False,False,False,False,False,0,0,
T01089,False,False,True,False,False,False,1,1,"$60,276 awarded via single_source with only 1 bidder(s)"
T01090,False,False,False,False,False,False,0,0,
T01091,False,False,False,False,False,False,0,0,
T01092,False,False,False,False,False,False,0,0,
T01093,False,False,False,False,False,False,0,0,
T01094,False,False,False,False,False,False,0,0,
T01095,False,False,False,False,False,False,0,0,
T01096,False,False,False,False,False,False,0,0,
T01097,False,False,False,False,False,False,0,0,
T01098,False,False,False,False,False,False,0,0,
T01099,False,False,False,False,False,False,0,0,
T01100,False,False,False,False,False,False,0,0,
T01101,False,False,False,False,False,False,0,0,
T01102,False,False,True,False,False,False,1,1,"$50,971 awarded via single_source with only 1 bidder(s)"
T01103,False,False,False,False,False,False,0,0,
T01104,False,False,False,False,False,False,0,0,
T01105,False,False,True,False,False,False,1,1,"$67,490 awarded via limited_tender with only 2 bidder(s)"
T01106,False,False,True,False,False,False,1,1,"$75,514 awarded via limited_tender with only 2 bidder(s)"
T01107,False,False,False,False,False,False,0,0,
T01108,False,False,False,False,False,False,0,0,
T01109,False,False,False,False,False,False,0,0,
T01110,False,False,False,False,False,False,0,0,
T01111,False,False,False,False,False,False,0,0,
T01112,False,False,False,False,False,False,0,0,
T01113,False,False,False,False,False,False,0,0,
T01114,False,False,False,False,False,False,0,0,
T01115,False,False,True,False,False,False,1,1,"$206,001 awarded via single_source with only 1 bidder(s)"
T01116,False,False,False,False,False,False,0,0,
T01117,False,False,False,False,False,False,0,0,
T01118,False,False,False,False,False,False,0,0,
T01119,False,False,False,False,False,False,0,0,
T01120,False,False,False,False,False,False,0,0,
T01121,False,False,False,False,False,False,0,0,
T01122,False,False,False,False,False,False,0,0,
T01123,False,False,False,False,False,False,0,0,
T01124,False,False,True,False,False,False,1,1,"$107,054 awarded via single_source with only 1 bidder(s)"
T01125,False,False,False,False,False,False,0,0,
T01126,False,False,False,False,False,False,0,0,
T01127,False,False,False,False,False,False,0,0,
T01128,False,False,False,False,False,False,0,0,
T01129,False,False,False,False,False,False,0,0,
T01130,False,False,True,False,False,False,1,1,"$226,958 awarded via single_source with only 1 bidder(s)"
T01131,False,False,False,False,False,False,0,0,
T01132,False,False,False,False,False,False,0,0,
T01133,False,False,False,False,False,False,0,0,
T01134,False,False,False,False,False,False,0,0,
T01135,False,False,False,False,False,False,0,0,
T01136,False,False,True,False,False,False,1,1,"$244,385 awarded via limited_tender with only 2 bidder(s)"
T01137,False,False,False,False,False,False,0,0,
T01138,False,False,False,False,False,False,0,0,
T01139,False,False,False,False,False,False,0,0,
T01140,False,False,True,False,False,False,1,1,"$72,167 awarded via limited_tender with only 2 bidder(s)"
T01141,False,False,False,False,False,False,0,0,
T01142,False,False,False,False,False,False,0,0,
T01143,False,False,False,False,False,False,0,0,
T01144,False,False,False,False,False,False,0,0,
T01145,False,False,False,False,False,False,0,0,
T01146,False,False,False,False,True,False,1,1,Vendor V0156 gets 64% of all its work from buyer E0055 alone
T01147,False,False,False,False,False,False,0,0,
T01148,False,False,False,False,False,False,0,0,
T01149,False,False,False,False,False,False,0,0,
T01150,False,False,False,False,False,False,0,0,
T01151,False,False,False,False,False,False,0,0,
T01152,False,False,False,False,False,False,0,0,
T01153,False,False,True,False,False,False,1,1,"$59,225 awarded via limited_tender with only 2 bidder(s)"
T01154,False,True,False,False,False,False,1,1,"Same vendor billed $24,935 twice, 51 days apart (invoices INV01261 / INV01154)"
T01155,False,False,False,False,False,False,0,0,
T01156,False,False,False,False,False,False,0,0,
T01157,False,False,False,False,False,False,0,0,
T01158,False,False,True,False,False,False,1,1,"$1,027,528 awarded via single_source with only 1 bidder(s)"
T01159,False,False,False,False,False,False,0,0,
T01160,False,False,False,False,False,False,0,0,
T01161,True,False,False,True,False,False,2,2,"2 POs to the same vendor within 14 days, each under the $25,000 approval limit, summing to $48,093 | $24,000 is a round number sitting within 15% of the $25,000 limit"
T01162,False,False,False,False,False,False,0,0,
T01163,False,False,False,False,False,False,0,0,
T01164,False,False,False,False,False,False,0,0,
T01165,False,False,False,False,False,False,0,0,
T01166,False,False,False,False,False,False,0,0,
T01167,False,False,False,False,False,False,0,0,
T01168,False,False,False,False,False,False,0,0,
T01169,False,False,True,False,False,False,1,1,"$93,953 awarded via single_source with only 1 bidder(s)"
T01170,False,False,False,False,True,False,1,1,Vendor V0176 gets 57% of all its work from buyer E0000 alone
T01171,False,False,False,False,False,False,0,0,
T01172,False,False,False,False,False,False,0,0,
T01173,False,False,False,False,False,False,0,0,
T01174,False,False,False,False,False,False,0,0,
T01175,False,False,False,False,False,False,0,0,
T01176,False,False,False,False,False,False,0,0,
T01177,False,False,False,False,False,False,0,0,
T01178,False,False,False,False,False,False,0,0,
T01179,False,False,True,False,False,False,1,1,"$67,013 awarded via limited_tender with only 2 bidder(s)"
T01180,False,False,False,False,False,False,0,0,
T01181,False,False,False,False,False,False,0,0,
T01182,False,False,False,False,False,False,0,0,
T01183,False,False,False,False,False,False,0,0,
T01184,False,False,False,False,False,False,0,0,
T01185,False,False,False,False,False,False,0,0,
T01186,False,False,False,False,False,False,0,0,
T01187,False,False,False,False,False,False,0,0,
T01188,False,False,False,False,False,False,0,0,
T01189,False,False,False,False,False,False,0,0,
T01190,False,False,False,False,False,False,0,0,
T01191,False,False,False,False,False,False,0,0,
T01192,False,False,False,False,False,False,0,0,
T01193,False,False,False,False,False,False,0,0,
T01194,False,False,False,False,False,False,0,0,
T01195,False,False,False,False,False,False,0,0,
T01196,False,False,True,False,False,False,1,1,"$560,070 awarded via limited_tender with only 2 bidder(s)"
T01197,False,False,False,False,False,False,0,0,
T01198,False,False,False,False,False,False,0,0,
T01199,False,False,False,False,False,False,0,0,
T01200,False,False,False,False,False,False,0,0,
T01201,False,False,True,False,True,False,2,2,"$56,294 awarded via limited_tender with only 1 bidder(s) | Vendor V0261 gets 50% of all its work from buyer E0008 alone"
T01202,False,False,False,False,True,False,1,1,Vendor V0180 gets 40% of all its work from buyer E0020 alone
T01203,False,False,False,False,False,False,0,0,
T01204,False,False,False,False,False,False,0,0,
T01205,False,False,True,False,False,False,1,1,"$58,364 awarded via limited_tender with only 2 bidder(s)"
T01206,False,False,False,False,False,False,0,0,
T01207,False,False,False,False,False,False,0,0,
T01208,False,False,True,False,False,False,1,1,"$254,697 awarded via single_source with only 1 bidder(s)"
T01209,False,False,False,False,False,False,0,0,
T01210,False,False,False,False,False,False,0,0,
T01211,False,False,False,False,False,False,0,0,
T01212,False,False,True,False,False,False,1,1,"$70,739 awarded via limited_tender with only 2 bidder(s)"
T01213,False,False,False,False,False,False,0,0,
T01214,False,False,False,False,False,False,0,0,
T01215,False,False,False,False,False,False,0,0,
T01216,False,False,False,False,False,False,0,0,
T01217,False,False,False,False,False,False,0,0,
T01218,False,False,False,False,False,False,0,0,
T01219,False,False,False,False,False,False,0,0,
T01220,False,False,False,False,False,False,0,0,
T01221,False,False,False,False,False,False,0,0,
T01222,False,False,False,False,False,False,0,0,
T01223,False,False,False,False,False,False,0,0,
T01224,False,False,False,False,False,False,0,0,
T01225,False,False,False,False,False,False,0,0,
T01226,False,False,True,False,False,False,1,1,"$56,619 awarded via single_source with only 1 bidder(s)"
T01227,False,False,False,False,False,False,0,0,
T01228,False,False,False,False,False,False,0,0,
T01229,False,False,True,False,False,False,1,1,"$142,694 awarded via single_source with only 1 bidder(s)"
T01230,False,False,False,False,False,False,0,0,
T01231,False,False,False,False,False,False,0,0,
T01232,False,False,False,False,False,False,0,0,
T01233,False,False,False,False,False,False,0,0,
T01234,False,False,False,False,False,False,0,0,
T01235,False,False,False,False,False,False,0,0,
T01236,False,False,False,False,False,False,0,0,
T01237,False,False,False,False,False,False,0,0,
T01238,False,False,False,False,False,False,0,0,
T01239,False,False,False,False,False,False,0,0,
T01240,False,False,False,False,False,False,0,0,
T01241,False,False,False,False,False,False,0,0,
T01242,False,False,False,False,False,False,0,0,
T01243,False,False,False,False,False,False,0,0,
T01244,False,False,False,False,False,False,0,0,
T01245,False,False,True,False,False,False,1,1,"$345,000 awarded via single_source with only 1 bidder(s)"
T01246,False,False,True,False,False,False,1,1,"$243,334 awarded via limited_tender with only 2 bidder(s)"
T01247,False,False,False,False,False,False,0,0,
T01248,False,False,False,False,False,False,0,0,
T01249,False,False,False,False,False,False,0,0,
T01250,False,False,False,False,False,False,0,0,
T01251,False,False,False,False,False,False,0,0,
T01252,False,False,False,False,False,False,0,0,
T01253,False,False,False,False,False,False,0,0,
T01254,False,False,False,True,False,False,1,1,"$23,000 is a round number sitting within 15% of the $25,000 limit"
T01255,False,False,False,False,False,False,0,0,
T01258,False,False,False,False,False,False,0,0,
T01259,False,False,False,False,False,False,0,0,
T01260,False,False,False,False,False,False,0,0,
T01261,False,False,False,False,False,False,0,0,
T01262,False,False,False,False,False,False,0,0,
T01263,False,False,False,False,False,False,0,0,
T01264,False,False,False,False,False,False,0,0,
T01265,False,False,False,False,False,False,0,0,
T01266,False,False,False,False,False,False,0,0,
T01267,False,False,True,False,False,False,1,1,"$815,000 awarded via limited_tender with only 2 bidder(s)"
T01268,False,False,False,False,False,False,0,0,
T01269,False,False,False,False,False,False,0,0,
T01270,False,False,False,False,False,False,0,0,
T01271,False,False,False,False,False,False,0,0,
T01272,False,False,False,False,False,False,0,0,
T01273,False,False,False,False,False,False,0,0,
T01274,False,False,False,False,False,False,0,0,
T01275,False,False,False,False,False,False,0,0,
T01276,False,False,False,False,False,False,0,0,
T01277,False,False,False,False,False,False,0,0,
T01278,False,False,False,False,False,False,0,0,
T01279,False,False,False,False,False,False,0,0,
T01280,False,False,False,False,False,False,0,0,
T01281,False,False,False,False,False,False,0,0,
T01282,False,False,False,False,False,False,0,0,
T01283,False,False,False,False,False,False,0,0,
T01284,False,False,False,False,False,False,0,0,
T01285,False,False,False,False,False,False,0,0,
T01286,False,False,False,False,False,False,0,0,
T01287,False,False,True,False,False,False,1,1,"$139,619 awarded via limited_tender with only 2 bidder(s)"
T01288,False,False,False,False,False,False,0,0,
T01289,False,False,False,False,False,False,0,0,
T01290,False,False,False,False,False,False,0,0,
T01291,False,True,False,False,False,False,1,1,"Same vendor billed $6,349 twice, 56 days apart (invoices INV02624 / INV01291)"
T01292,False,False,False,False,False,False,0,0,
T01293,False,False,False,False,False,False,0,0,
T01294,False,False,False,False,False,False,0,0,
T01295,False,False,False,False,False,False,0,0,
T01296,False,False,False,False,False,False,0,0,
T01297,False,False,False,False,False,False,0,0,
T01298,False,False,False,False,False,False,0,0,
T01299,False,False,False,False,False,False,0,0,
T01300,False,False,False,False,False,False,0,0,
T01301,False,False,False,False,False,False,0,0,
T01302,False,False,False,False,True,False,1,1,Vendor V0176 gets 57% of all its work from buyer E0000 alone
T01303,False,False,False,False,False,False,0,0,
T01304,False,False,False,False,False,False,0,0,
T01305,False,False,False,False,False,False,0,0,
T01306,False,False,False,True,False,False,1,1,"$460,000 is a round number sitting within 15% of the $500,000 limit"
T01307,False,False,True,False,True,False,2,2,"$64,203 awarded via single_source with only 1 bidder(s) | Vendor V0283 gets 58% of all its work from buyer E0057 alone"
T01308,False,False,False,False,False,False,0,0,
T01309,False,False,False,False,False,False,0,0,
T01310,False,False,False,False,False,False,0,0,
T01311,False,False,True,False,False,False,1,1,"$71,882 awarded via limited_tender with only 2 bidder(s)"
T01312,False,False,False,False,False,False,0,0,
T01313,False,False,False,False,False,False,0,0,
T01314,False,False,False,False,False,False,0,0,
T01315,False,False,False,False,False,False,0,0,
T01316,False,False,False,False,False,False,0,0,
T01317,False,False,False,False,False,False,0,0,
T01318,False,False,False,False,False,False,0,0,
T01319,False,False,False,False,False,False,0,0,
T01320,False,False,True,False,False,False,1,1,"$74,000 awarded via limited_tender with only 2 bidder(s)"
T01321,False,False,False,False,False,False,0,0,
T01322,False,False,False,False,False,False,0,0,
T01323,False,False,False,False,True,False,1,1,Vendor V0283 gets 58% of all its work from buyer E0057 alone
T01324,False,False,False,False,False,False,0,0,
T01325,False,False,False,False,False,False,0,0,
T01326,False,False,False,False,False,False,0,0,
T01327,False,False,False,False,False,False,0,0,
T01328,False,False,False,False,False,False,0,0,
T01329,False,False,False,False,False,False,0,0,
T01330,False,False,False,False,False,False,0,0,
T01331,False,False,True,False,False,False,1,1,"$102,553 awarded via limited_tender with only 2 bidder(s)"
T01332,False,False,False,False,False,False,0,0,
T01333,False,False,False,False,False,False,0,0,
T01334,False,False,False,False,False,False,0,0,
T01335,False,False,False,False,False,False,0,0,
T01337,False,False,False,False,False,False,0,0,
T01338,False,False,False,False,False,False,0,0,
T01339,False,False,False,False,False,False,0,0,
T01340,False,False,False,False,False,False,0,0,
T01341,False,False,False,False,False,False,0,0,
T01342,False,False,False,False,False,False,0,0,
T01343,False,False,False,False,False,False,0,0,
T01344,False,False,False,False,False,False,0,0,
T01345,False,False,False,False,False,False,0,0,
T01346,False,False,False,False,False,False,0,0,
T01347,False,False,False,False,False,False,0,0,
T01348,False,False,True,False,False,False,1,1,"$745,249 awarded via limited_tender with only 2 bidder(s)"
T01349,False,False,False,False,False,False,0,0,
T01350,False,False,False,False,False,False,0,0,
T01351,False,False,False,False,False,False,0,0,
T01352,False,False,False,False,False,False,0,0,
T01353,False,False,False,False,False,False,0,0,
T01354,False,False,False,False,False,False,0,0,
T01355,False,False,False,False,False,False,0,0,
T01356,False,False,False,False,False,False,0,0,
T01357,False,False,False,False,False,False,0,0,
T01358,False,False,False,False,False,False,0,0,
T01359,False,False,False,False,False,False,0,0,
T01360,False,False,False,False,False,False,0,0,
T01361,False,False,False,True,False,False,1,1,"$24,000 is a round number sitting within 15% of the $25,000 limit"
T01362,False,False,False,False,False,False,0,0,
T01363,False,False,False,False,False,False,0,0,
T01364,False,False,False,False,False,False,0,0,
T01365,False,False,False,False,False,False,0,0,
T01366,False,False,False,False,False,False,0,0,
T01367,False,False,False,False,False,False,0,0,
T01368,False,False,False,False,False,False,0,0,
T01369,False,False,False,False,False,False,0,0,
T01370,False,False,False,False,False,False,0,0,
T01371,False,False,False,False,False,False,0,0,
T01372,False,False,False,False,False,False,0,0,
T01373,False,False,False,False,False,False,0,0,
T01374,False,False,False,False,False,False,0,0,
T01375,False,False,False,False,False,False,0,0,
T01376,False,False,True,False,False,False,1,1,"$78,774 awarded via limited_tender with only 2 bidder(s)"
T01377,False,False,False,False,False,False,0,0,
T01378,False,False,False,False,False,False,0,0,
T01379,False,False,False,False,False,False,0,0,
T01380,False,False,False,False,False,False,0,0,
T01381,False,False,False,False,False,False,0,0,
T01382,False,False,False,False,False,False,0,0,
T01383,False,False,False,False,False,False,0,0,
T01384,False,False,True,False,False,False,1,1,"$733,189 awarded via single_source with only 1 bidder(s)"
T01385,False,False,False,False,False,False,0,0,
T01386,False,False,False,False,False,False,0,0,
T01387,False,False,True,False,False,False,1,1,"$53,394 awarded via limited_tender with only 2 bidder(s)"
T01388,False,False,False,False,False,False,0,0,
T01389,False,False,False,False,False,False,0,0,
T01390,False,False,False,False,False,False,0,0,
T01391,False,False,False,False,False,False,0,0,
T01392,False,False,False,False,False,False,0,0,
T01393,False,False,False,False,False,False,0,0,
T01394,False,True,False,False,False,False,1,1,"Same vendor billed $9,402 twice, 27 days apart (invoices INV01837 / INV01394)"
T01395,False,False,False,False,False,False,0,0,
T01396,False,False,False,False,False,False,0,0,
T01397,False,False,False,False,False,False,0,0,
T01398,False,False,False,False,False,False,0,0,
T01399,False,False,False,False,False,False,0,0,
T01400,False,False,False,False,False,False,0,0,
T01401,False,False,False,False,False,False,0,0,
T01402,False,False,False,False,False,False,0,0,
T01403,False,False,False,False,False,False,0,0,
T01404,False,False,False,False,False,False,0,0,
T01405,False,False,False,False,False,False,0,0,
T01406,False,False,False,False,False,False,0,0,
T01407,False,False,False,False,False,False,0,0,
T01408,False,False,False,False,False,False,0,0,
T01409,False,False,False,False,False,False,0,0,
T01410,False,False,False,False,False,False,0,0,
T01411,False,False,False,False,False,False,0,0,
T01412,False,False,False,False,False,False,0,0,
T01413,False,False,False,False,False,False,0,0,
T01414,False,False,False,False,False,False,0,0,
T01415,False,False,False,False,False,False,0,0,
T01416,False,False,False,False,False,False,0,0,
T01417,False,False,False,False,False,False,0,0,
T01418,False,False,False,False,False,False,0,0,
T01419,False,False,False,False,False,False,0,0,
T01420,False,False,False,False,False,False,0,0,
T01421,False,False,False,False,False,False,0,0,
T01422,False,False,False,False,False,False,0,0,
T01423,False,False,False,False,False,False,0,0,
T01424,False,False,False,False,False,False,0,0,
T01425,False,False,False,False,False,False,0,0,
T01426,False,False,False,False,False,False,0,0,
T01427,False,False,False,False,False,False,0,0,
T01428,False,False,False,False,False,False,0,0,
T01429,False,False,False,False,False,False,0,0,
T01430,False,False,False,False,False,False,0,0,
T01431,False,False,False,False,False,False,0,0,
T01432,False,False,False,False,False,False,0,0,
T01433,False,False,False,False,False,False,0,0,
T01434,False,False,False,False,False,False,0,0,
T01435,False,False,False,False,False,False,0,0,
T01436,False,False,False,False,False,False,0,0,
T01437,False,False,False,False,False,False,0,0,
T01438,False,False,False,False,False,False,0,0,
T01439,False,False,False,False,False,False,0,0,
T01440,False,False,False,False,False,False,0,0,
T01441,False,False,False,False,False,False,0,0,
T01442,False,False,False,False,False,False,0,0,
T01443,False,False,False,False,False,False,0,0,
T01444,False,False,False,False,False,False,0,0,
T01445,False,False,False,False,False,False,0,0,
T01446,False,False,False,False,False,False,0,0,
T01447,False,False,False,False,False,False,0,0,
T01448,False,False,True,False,False,False,1,1,"$422,283 awarded via single_source with only 1 bidder(s)"
T01449,False,False,False,False,False,False,0,0,
T01450,False,False,False,False,False,False,0,0,
T01451,False,False,False,False,False,False,0,0,
T01452,False,False,False,False,False,False,0,0,
T01453,False,False,False,False,False,False,0,0,
T01454,False,False,False,False,False,False,0,0,
T01455,False,False,False,False,False,False,0,0,
T01456,False,False,False,False,False,False,0,0,
T01457,False,False,False,False,False,False,0,0,
T01458,False,False,False,False,False,False,0,0,
T01459,False,False,False,False,False,False,0,0,
T01460,False,False,False,False,False,False,0,0,
T01461,False,False,False,False,False,False,0,0,
T01462,False,False,False,False,False,False,0,0,
T01463,False,False,False,False,False,False,0,0,
T01464,False,False,False,False,False,False,0,0,
T01465,False,False,False,False,False,False,0,0,
T01466,False,False,False,False,False,False,0,0,
T01467,False,False,False,False,False,False,0,0,
T01468,False,False,False,False,False,False,0,0,
T01469,False,False,False,False,False,False,0,0,
