bid_id,tender_id,vendor_id,bid_amount,is_winner
T00445-B2,T00445,V0187,12328.41,False
T00445-B3,T00445,V0060,11156.12,True
T00446-B0,T00446,V0067,17233.37,False
T00446-B1,T00446,V0104,18350.38,False
T00446-B2,T00446,V0147,17732.78,False
T00446-B3,T00446,V0280,18400.3,False
T00446-B4,T00446,V0090,16103.67,True
T00447-B0,T00447,V0287,2666.69,False
T00447-B1,T00447,V0243,2090.91,True
T00447-B2,T00447,V0019,2157.55,False
T00447-B3,T00447,V0202,2600.79,False
T00447-B4,T00447,V0065,2736.3,False
T00448-B0,T00448,V0046,101189.87,False
T00448-B1,T00448,V0024,86661.43,True
T00449-B0,T00449,V0256,63108.36,False
T00449-B1,T00449,V0000,47722.04,True
T00449-B2,T00449,V0189,64804.3,False
T00449-B3,T00449,V0089,64793.3,False
T00450-B0,T00450,V0087,597153.96,True
T00451-B0,T00451,V0219,35428.36,False
T00451-B1,T00451,V0297,33744.82,True
T00452-B0,T00452,V0269,51001.98,False
T00452-B1,T00452,V0062,59352.25,False
T00452-B2,T00452,V0259,49845.65,True
T00452-B3,T00452,V0150,57091.41,False
T00452-B4,T00452,V0070,50778.03,False
T00452-B5,T00452,V0244,51068.32,False
T00453-B0,T00453,V0203,2494.76,False
T00453-B1,T00453,V0224,2895.21,False
T00453-B2,T00453,V0284,2862.96,False
T00453-B3,T00453,V0107,3452.66,False
T00453-B4,T00453,V0258,2342.12,True
T00453-B5,T00453,V0164,3071.57,False
T00454-B0,T00454,V0267,6063.24,False
T00454-B1,T00454,V0105,6898.43,False
T00454-B2,T00454,V0003,5682.25,False
T00454-B3,T00454,V0197,5075.82,False
T00454-B4,T00454,V0235,4046.73,True
T00455-B0,T00455,V0016,39697.83,False
T00455-B1,T00455,V0219,47283.71,False
T00455-B2,T00455,V0262,40686.08,False
T00455-B3,T00455,V0297,43462.3,False
T00455-B4,T00455,V0238,34800.24,True
T00455-B5,T00455,V0237,41022.47,False
T00456-B0,T00456,V0056,4115.6,False
T00456-B1,T00456,V0061,3260.82,True
T00456-B2,T00456,V0181,3415.34,False
T00456-B3,T00456,V0279,3822.81,False
T00456-B4,T00456,V0090,4065.99,False
T00457-B0,T00457,V0275,77605.66,False
T00457-B1,T00457,V0023,97527.19,False
T00457-B2,T00457,V0123,75000.0,True
T00457-B3,T00457,V0113,80402.81,False
T00457-B4,T00457,V0290,86575.85,False
T00457-B5,T00457,V0247,88633.75,False
T00457-B6,T00457,V0270,91770.92,False
T00459-B0,T00459,V0228,20271.74,False
T00459-B1,T00459,V0178,16000.0,True
T00459-B2,T00459,V0232,17659.73,False
T00460-B0,T00460,V0153,3701.13,False
T00460-B1,T00460,V0002,4210.56,False
T00460-B2,T00460,V0264,3631.71,True
T00460-B3,T00460,V0133,3783.54,False
T00461-B0,T00461,V0281,62680.62,True
T00461-B1,T00461,V0261,66881.03,False
T00461-B2,T00461,V0102,68699.27,False
T00462-B0,T00462,V0195,7072.17,False
T00462-B1,T00462,V0182,5460.87,True
T00462-B2,T00462,V0012,6361.44,False
T00463-B0,T00463,V0080,89653.75,False
T00463-B1,T00463,V0124,75677.51,True
T00463-B2,T00463,V0221,82784.32,False
T00463-B3,T00463,V0004,81032.73,False
T00464-B0,T00464,V0058,417093.63,False
T00464-B1,T00464,V0211,377234.75,True
T00465-B0,T00465,V0071,26810.98,False
T00465-B1,T00465,V0097,26000.0,True
T00466-B0,T00466,V0241,45203.41,True
T00466-B1,T00466,V0081,49848.05,False
T00466-B2,T00466,V0015,51580.87,False
T00466-B3,T00466,V0043,47985.98,False
T00466-B4,T00466,V0251,62471.17,False
T00466-B5,T00466,V0119,51733.24,False
T00466-B6,T00466,V0044,50239.55,False
T00467-B0,T00467,V0152,10005.01,True
T00467-B1,T00467,V0081,11605.41,False
T00468-B0,T00468,V0211,20058.54,False
T00468-B1,T00468,V0162,17795.0,True
T00469-B0,T00469,V0116,771179.44,False
T00469-B1,T00469,V0082,785792.87,False
T00469-B2,T00469,V0211,732687.19,True
T00470-B0,T00470,V0252,12748.85,False
T00470-B1,T00470,V0059,12875.49,False
T00470-B2,T00470,V0078,13380.08,False
T00470-B3,T00470,V0103,13704.87,False
T00470-B4,T00470,V0283,12189.76,True
T00470-B5,T00470,V0195,13111.0,False
T00471-B0,T00471,V0121,225154.57,True
T00471-B1,T00471,V0070,302613.22,False
T00472-B0,T00472,V0030,4437.85,False
T00472-B1,T00472,V0075,5094.68,False
T00472-B2,T00472,V0055,5967.83,False
T00472-B3,T00472,V0248,5059.76,False
T00472-B4,T00472,V0183,4254.7,True
T00472-B5,T00472,V0010,4793.65,False
T00473-B0,T00473,V0103,14209.44,False
T00473-B1,T00473,V0267,10689.97,True
T00473-B2,T00473,V0027,15374.31,False
T00474-B0,T00474,V0152,31481.1,True
T00474-B1,T00474,V0292,36101.18,False
T00474-B2,T00474,V0057,31926.41,False
T00475-B0,T00475,V0298,25320.02,False
T00475-B1,T00475,V0033,22799.95,True
T00475-B2,T00475,V0180,27375.43,False
T00476-B0,T00476,V0011,146751.31,False
T00476-B1,T00476,V0025,120599.68,True
T00477-B0,T00477,V0253,3395.12,True
T00477-B1,T00477,V0038,3933.85,False
T00477-B2,T00477,V0258,3591.23,False
T00477-B3,T00477,V0273,3506.26,False
T00478-B0,T00478,V0172,3359.86,True
T00479-B0,T00479,V0285,60767.69,True
T00480-B0,T00480,V0279,4601.67,False
T00480-B1,T00480,V0056,4431.19,False
T00480-B2,T00480,V0274,4228.25,False
T00480-B3,T00480,V0020,4314.28,False
T00480-B4,T00480,V0034,4457.35,False
T00480-B5,T00480,V0061,4179.7,True
T00481-B0,T00481,V0012,5246.14,False
T00481-B1,T00481,V0078,4795.15,False
T00481-B2,T00481,V0197,4870.98,False
T00481-B3,T00481,V0215,4000.0,True
T00481-B4,T00481,V0003,6545.0,False
T00483-B0,T00483,V0254,106173.01,False
T00483-B1,T00483,V0077,96266.71,True
T00483-B2,T00483,V0128,107431.55,False
T00483-B3,T00483,V0222,102750.06,False
T00483-B4,T00483,V0052,100254.51,False
T00483-B5,T00483,V0102,131153.33,False
T00484-B0,T00484,V0099,48810.98,True
T00484-B1,T00484,V0077,58043.7,False
T00485-B0,T00485,V0070,14806.81,False
T00485-B1,T00485,V0226,13384.97,False
T00485-B2,T00485,V0210,12059.75,True
T00486-B0,T00486,V0242,74960.71,False
T00486-B1,T00486,V0260,102006.23,False
T00486-B2,T00486,V0170,78433.36,False
T00486-B3,T00486,V0226,84802.83,False
T00486-B4,T00486,V0269,75031.44,False
T00486-B5,T00486,V0179,73858.69,True
T00487-B0,T00487,V0244,16703.68,True
T00487-B1,T00487,V0165,17622.4,False
T00488-B0,T00488,V0173,19981.94,True
T00488-B1,T00488,V0187,20631.91,False
T00488-B2,T00488,V0037,20061.38,False
T00489-B0,T00489,V0160,121404.18,False
T00489-B1,T00489,V0216,119748.17,False
T00489-B2,T00489,V0167,118169.54,False
T00489-B3,T00489,V0115,136993.38,False
T00489-B4,T00489,V0172,99000.0,True
T00490-B0,T00490,V0262,18380.72,True
T00490-B1,T00490,V0216,20314.63,False
T00490-B2,T00490,V0021,26575.75,False
T00490-B3,T00490,V0196,22779.64,False
T00490-B4,T00490,V0209,20575.92,False
T00491-B0,T00491,V0248,2616.63,True
T00492-B0,T00492,V0050,939268.32,False
T00492-B1,T00492,V0011,758393.19,False
T00492-B2,T00492,V0184,676944.67,True
T00493-B0,T00493,V0230,31847.4,True
T00493-B1,T00493,V0266,41391.11,False
T00493-B2,T00493,V0196,34570.07,False
T00493-B3,T00493,V0219,33990.63,False
T00494-B0,T00494,V0204,126262.08,False
T00494-B1,T00494,V0276,120850.01,False
T00494-B2,T00494,V0268,129792.34,False
T00494-B3,T00494,V0250,109966.64,True
T00494-B4,T00494,V0139,130228.9,False
T00495-B0,T00495,V0195,7791.33,False
T00495-B1,T00495,V0265,7297.74,False
T00495-B2,T00495,V0120,7356.02,False
T00495-B3,T00495,V0059,8558.41,False
T00495-B4,T00495,V0132,8590.28,False
T00495-B5,T00495,V0012,6507.76,True
T00496-B0,T00496,V0248,675.14,False
T00496-B1,T00496,V0083,654.76,False
T00496-B2,T00496,V0126,751.7,False
T00496-B3,T00496,V0030,667.29,False
T00496-B4,T00496,V0203,583.24,True
T00496-B5,T00496,V0223,649.71,False
T00498-B0,T00498,V0074,141309.15,True
T00498-B1,T00498,V0005,142950.93,False
T00498-B2,T00498,V0220,149393.58,False
T00499-B0,T00499,V0088,11943.65,True
T00499-B1,T00499,V0033,14341.86,False
T00499-B2,T00499,V0246,15348.96,False
T00500-B0,T00500,V0293,4168.54,True
T00500-B1,T00500,V0056,4214.22,False
T00500-B2,T00500,V0207,4522.82,False
T00500-B3,T00500,V0061,4409.96,False
T00500-B4,T00500,V0217,4669.59,False
T00501-B0,T00501,V0097,27726.08,True
T00501-B1,T00501,V0092,38825.69,False
T00501-B2,T00501,V0173,42683.48,False
T00501-B3,T00501,V0100,45227.0,False
T00503-B0,T00503,V0184,90862.74,False
T00503-B1,T00503,V0294,80931.12,False
T00503-B2,T00503,V0014,94140.0,False
T00503-B3,T00503,V0058,83426.49,False
T00503-B4,T00503,V0205,84859.54,False
T00503-B5,T00503,V0041,81455.53,False
T00503-B6,T00503,V0162,460000.0,True
T00504-B0,T00504,V0027,3677.35,True
T00504-B1,T00504,V0267,4745.33,False
T00505-B0,T00505,V0169,3777.83,False
T00505-B1,T00505,V0215,2000.0,True
T00505-B2,T00505,V0027,3549.45,False
T00505-B3,T00505,V0195,4093.99,False
T00505-B4,T00505,V0084,3871.57,False
T00505-B5,T00505,V0289,4041.1,False
T00506-B0,T00506,V0029,15582.74,False
T00506-B1,T00506,V0232,14470.79,False
T00506-B2,T00506,V0053,13616.19,True
T00507-B0,T00507,V0219,50000.0,True
T00507-B1,T00507,V0209,56148.11,False
T00508-B0,T00508,V0299,46578.79,True
T00508-B1,T00508,V0124,63329.71,False
T00509-B0,T00509,V0095,18159.21,False
T00509-B1,T00509,V0102,17842.09,False
T00509-B2,T00509,V0134,15390.37,True
T00510-B0,T00510,V0298,4416.49,False
T00510-B1,T00510,V0032,3388.74,True
T00510-B2,T00510,V0241,3725.8,False
T00511-B0,T00511,V0162,45594.79,True
T00512-B0,T00512,V0092,6597.26,False
T00512-B1,T00512,V0101,5072.96,True
T00512-B2,T00512,V0110,7077.61,False
T00512-B3,T00512,V0076,5516.82,False
T00513-B0,T00513,V0141,1193.86,True
T00513-B1,T00513,V0140,1443.44,False
T00513-B2,T00513,V0055,1430.39,False
T00514-B0,T00514,V0229,17684.23,False
T00514-B1,T00514,V0078,13466.43,True
T00514-B2,T00514,V0120,13528.64,False
T00515-B0,T00515,V0151,6843.16,False
T00515-B1,T00515,V0129,5350.82,True
T00516-B0,T00516,V0176,15684.26,False
T00516-B1,T00516,V0063,15506.49,False
T00516-B2,T00516,V0000,15747.13,False
T00516-B3,T00516,V0109,14834.41,False
T00516-B4,T00516,V0026,14446.06,True
T00517-B0,T00517,V0280,17075.62,False
T00517-B1,T00517,V0207,17537.54,False
T00517-B2,T00517,V0090,17110.22,False
T00517-B3,T00517,V0217,15374.58,True
T00517-B4,T00517,V0002,16713.68,False
T00517-B5,T00517,V0296,17196.72,False
T00517-B6,T00517,V0144,18011.61,False
T00518-B0,T00518,V0110,50725.38,False
T00518-B1,T00518,V0108,46406.64,True
T00519-B0,T00519,V0241,30665.81,True
T00519-B1,T00519,V0152,33926.37,False
T00519-B2,T00519,V0233,33716.51,False
T00520-B0,T00520,V0019,43899.27,True
T00521-B0,T00521,V0086,42772.46,False
T00521-B1,T00521,V0067,39123.93,False
T00521-B2,T00521,V0144,40865.78,False
T00521-B3,T00521,V0293,43770.24,False
T00521-B4,T00521,V0034,35000.0,True
T00521-B5,T00521,V0274,39399.47,False
T00522-B0,T00522,V0098,281742.0,True
T00522-B1,T00522,V0131,284165.91,False
T00522-B2,T00522,V0070,328929.29,False
T00523-B0,T00523,V0158,11396.98,False
T00523-B1,T00523,V0269,11230.22,False
T00523-B2,T00523,V0191,10867.8,True
T00523-B3,T00523,V0208,11972.57,False
T00523-B4,T00523,V0150,12200.83,False
T00524-B0,T00524,V0094,146223.66,True
T00524-B1,T00524,V0021,170586.17,False
T00525-B0,T00525,V0127,18234.3,False
T00525-B1,T00525,V0129,17834.12,False
T00525-B2,T00525,V0081,17739.72,True
T00526-B0,T00526,V0056,21424.32,False
T00526-B1,T00526,V0245,22065.61,False
T00526-B2,T00526,V0153,24777.04,False
T00526-B3,T00526,V0020,24221.72,False
T00526-B4,T00526,V0274,24729.38,False
T00526-B5,T00526,V0181,16216.14,True
T00526-B6,T00526,V0104,26326.38,False
T00528-B0,T00528,V0237,9534.83,False
T00528-B1,T00528,V0115,7672.21,True
T00528-B2,T00528,V0016,8496.31,False
T00528-B3,T00528,V0021,9306.99,False
T00528-B4,T00528,V0142,9272.83,False
T00529-B0,T00529,V0194,82706.7,False
T00529-B1,T00529,V0082,70725.82,True
T00529-B2,T00529,V0205,71782.27,False
T00531-B0,T00531,V0163,8636.67,True
T00531-B1,T00531,V0045,9538.36,False
T00531-B2,T00531,V0019,10801.43,False
T00531-B3,T00531,V0213,10600.65,False
T00531-B4,T00531,V0089,10887.13,False
T00531-B5,T00531,V0047,10837.28,False
T00531-B6,T00531,V0007,12415.71,False
T00532-B0,T00532,V0280,3489.0,False
T00532-B1,T00532,V0067,2576.2,True
T00532-B2,T00532,V0217,2918.24,False
T00532-B3,T00532,V0034,3320.74,False
T00532-B4,T00532,V0296,3124.24,False
T00532-B5,T00532,V0279,3096.28,False
T00533-B0,T00533,V0233,27606.46,False
T00533-B1,T00533,V0232,23374.48,True
T00533-B2,T00533,V0081,31269.08,False
T00534-B0,T00534,V0165,47642.26,False
T00534-B1,T00534,V0170,37938.14,True
T00535-B0,T00535,V0102,52443.92,False
T00535-B1,T00535,V0051,45057.11,True
T00536-B0,T00536,V0085,26150.31,False
T00536-B1,T00536,V0166,24456.03,False
T00536-B2,T00536,V0098,26842.5,False
T00536-B3,T00536,V0157,23398.09,True
T00537-B0,T00537,V0237,4920.98,False
T00537-B1,T00537,V0168,4188.32,True
T00538-B0,T00538,V0080,70559.64,False
T00538-B1,T00538,V0050,62006.21,True
T00539-B0,T00539,V0232,37838.45,True
T00539-B1,T00539,V0129,39186.26,False
T00540-B0,T00540,V0115,48708.89,True
T00541-B0,T00541,V0117,13842.71,True
T00541-B1,T00541,V0109,14431.2,False
T00541-B2,T00541,V0093,18574.39,False
T00541-B3,T00541,V0189,14988.54,False
T00541-B4,T00541,V0000,15383.13,False
T00542-B0,T00542,V0108,8120.89,False
T00542-B1,T00542,V0037,8702.41,False
T00542-B2,T00542,V0060,7225.52,True
T00542-B3,T00542,V0225,9473.11,False
T00542-B4,T00542,V0097,7906.58,False
T00543-B0,T00543,V0176,10581.17,False
T00543-B1,T00543,V0009,11566.66,False
T00543-B2,T00543,V0117,9487.21,True
T00543-B3,T00543,V0287,10546.88,False
T00543-B4,T00543,V0049,10988.09,False
T00544-B0,T00544,V0145,5184.15,True
T00544-B1,T00544,V0273,6845.77,False
T00545-B0,T00545,V0281,31740.45,True
T00546-B0,T00546,V0027,9458.07,False
T00546-B1,T00546,V0229,9019.6,True
T00546-B2,T00546,V0059,10602.93,False
T00546-B3,T00546,V0265,11173.52,False
T00546-B4,T00546,V0012,11111.76,False
T00547-B0,T00547,V0003,6217.02,False
T00547-B1,T00547,V0169,6043.89,True
T00548-B0,T00548,V0047,15602.0,True
T00548-B1,T00548,V0189,17317.19,False
T00548-B2,T00548,V0213,19035.72,False
T00548-B3,T00548,V0176,17885.49,False
T00549-B0,T00549,V0067,10030.6,False
T00549-B1,T00549,V0034,8724.26,True
T00550-B0,T00550,V0090,10582.89,False
T00550-B1,T00550,V0067,9527.0,True
T00551-B0,T00551,V0280,14983.3,False
T00551-B1,T00551,V0154,13476.61,True
T00552-B0,T00552,V0126,3773.74,True
T00552-B1,T00552,V0282,3888.37,False
T00552-B2,T00552,V0010,3960.23,False
T00552-B3,T00552,V0284,4667.56,False
T00552-B4,T00552,V0083,4197.68,False
T00552-B5,T00552,V0145,4661.94,False
T00552-B6,T00552,V0200,4335.8,False
T00553-B0,T00553,V0261,33994.85,True
T00553-B1,T00553,V0077,35255.19,False
T00553-B2,T00553,V0220,37422.7,False
T00554-B0,T00554,V0281,43787.31,False
T00554-B1,T00554,V0276,45635.76,False
T00554-B2,T00554,V0222,52131.78,False
T00554-B3,T00554,V0290,42143.56,True
T00554-B4,T00554,V0139,42908.31,False
T00555-B0,T00555,V0149,26994.69,False
T00555-B1,T00555,V0123,29741.91,False
T00555-B2,T00555,V0052,28943.76,False
T00555-B3,T00555,V0254,26758.38,False
T00555-B4,T00555,V0247,29759.86,False
T00555-B5,T00555,V0095,27843.71,False
T00555-B6,T00555,V0270,25886.3,True
T00556-B0,T00556,V0214,2367.89,False
T00556-B1,T00556,V0203,2929.76,False
T00556-B2,T00556,V0083,2524.75,False
T00556-B3,T00556,V0038,2292.0,False
T00556-B4,T00556,V0140,2033.9,True
T00557-B0,T00557,V0230,20391.6,True
T00557-B1,T00557,V0167,21492.03,False
T00558-B0,T00558,V0031,55928.89,False
T00558-B1,T00558,V0202,58261.24,False
T00558-B2,T00558,V0026,51812.91,True
T00559-B0,T00559,V0120,56495.71,False
T00559-B1,T00559,V0132,45341.15,False
T00559-B2,T00559,V0289,44282.44,False
T00559-B3,T00559,V0169,39694.73,True
T00559-B4,T00559,V0235,47854.31,False
T00560-B0,T00560,V0116,218952.46,False
T00560-B1,T00560,V0272,212418.85,True
T00560-B2,T00560,V0064,227729.51,False
T00561-B0,T00561,V0165,51360.26,True
T00561-B1,T00561,V0208,54992.81,False
T00561-B2,T00561,V0131,58225.56,False
T00561-B3,T00561,V0098,60743.42,False
T00562-B0,T00562,V0069,9641.66,True
T00562-B1,T00562,V0239,11960.08,False
T00563-B0,T00563,V0280,10913.06,False
T00563-B1,T00563,V0056,9238.03,True
T00564-B0,T00564,V0277,3951.58,True
T00564-B1,T00564,V0108,4176.68,False
T00564-B2,T00564,V0148,4882.96,False
T00565-B0,T00565,V0258,4398.37,False
T00565-B1,T00565,V0030,4276.05,True
T00566-B0,T00566,V0100,16228.12,False
T00566-B1,T00566,V0187,17149.44,False
T00566-B2,T00566,V0092,17527.49,False
T00566-B3,T00566,V0101,18582.37,False
T00566-B4,T00566,V0185,17173.77,False
T00566-B5,T00566,V0110,15888.11,True
T00566-B6,T00566,V0060,16114.74,False
T00567-B0,T00567,V0237,11957.46,True
T00567-B1,T00567,V0054,15528.23,False
T00568-B0,T00568,V0208,23575.12,False
T00568-B1,T00568,V0190,23944.21,False
T00568-B2,T00568,V0157,29511.74,False
T00568-B3,T00568,V0291,19897.69,True
T00569-B0,T00569,V0257,53027.76,False
T00569-B1,T00569,V0209,58864.82,False
T00569-B2,T00569,V0172,58891.52,False
T00569-B3,T00569,V0111,51516.44,True
T00570-B0,T00570,V0160,46480.15,False
T00570-B1,T00570,V0196,42081.78,True
T00570-B2,T00570,V0094,49666.17,False
T00570-B3,T00570,V0111,44251.53,False
T00570-B4,T00570,V0167,54684.72,False
T00570-B5,T00570,V0238,47170.77,False
T00571-B0,T00571,V0101,10690.96,False
T00571-B1,T00571,V0173,9083.82,True
T00571-B2,T00571,V0225,10319.88,False
T00571-B3,T00571,V0187,10974.16,False
T00572-B0,T00572,V0065,4270.96,False
T00572-B1,T00572,V0218,4161.73,True
T00572-B2,T00572,V0243,4370.11,False
T00573-B0,T00573,V0097,12585.69,True
T00574-B0,T00574,V0205,288216.08,False
T00574-B1,T00574,V0050,241858.76,True
T00575-B0,T00575,V0080,699684.13,False
T00575-B1,T00575,V0004,660169.48,False
T00575-B2,T00575,V0205,566175.19,False
T00575-B3,T00575,V0211,555215.05,True
T00575-B4,T00575,V0087,598101.23,False
T00575-B5,T00575,V0116,622052.06,False
T00576-B0,T00576,V0230,34697.33,True
T00577-B0,T00577,V0073,60276.95,False
T00577-B1,T00577,V0057,55132.34,False
T00577-B2,T00577,V0233,52299.95,True
T00578-B0,T00578,V0010,3370.5,False
T00578-B1,T00578,V0008,3784.43,False
T00578-B2,T00578,V0028,3732.57,False
T00578-B3,T00578,V0224,2913.16,True
T00578-B4,T00578,V0075,3971.51,False
T00579-B0,T00579,V0229,13488.17,False
T00579-B1,T00579,V0267,10292.74,False
T00579-B2,T00579,V0215,9513.35,True
T00580-B0,T00580,V0186,11780.19,False
T00580-B1,T00580,V0201,10867.96,True
T00580-B2,T00580,V0213,15329.36,False
T00580-B3,T00580,V0271,13622.41,False
T00580-B4,T00580,V0047,13782.8,False
T00580-B5,T00580,V0163,15328.8,False
T00580-B6,T00580,V0049,16129.94,False
T00581-B0,T00581,V0062,22382.57,False
T00581-B1,T00581,V0255,20567.71,True
T00581-B2,T00581,V0269,21322.53,False
T00582-B0,T00582,V0175,21742.73,False
T00582-B1,T00582,V0117,19687.09,False
T00582-B2,T00582,V0243,19093.47,True
T00582-B3,T00582,V0049,23771.84,False
T00583-B0,T00583,V0119,6975.42,True
T00584-B0,T00584,V0140,2949.37,False
T00584-B1,T00584,V0273,2930.22,True
T00584-B2,T00584,V0138,3586.7,False
T00584-B3,T00584,V0223,3630.72,False
T00584-B4,T00584,V0282,3087.09,False
T00585-B0,T00585,V0175,22398.92,False
T00585-B1,T00585,V0202,19429.17,True
T00585-B2,T00585,V0093,22215.79,False
T00585-B3,T00585,V0117,23111.97,False
T00585-B4,T00585,V0243,23890.75,False
T00586-B0,T00586,V0219,1602.32,False
T00586-B1,T00586,V0054,2000.46,False
T00586-B2,T00586,V0143,1915.47,False
T00586-B3,T00586,V0288,1464.88,True
T00587-B0,T00587,V0168,7434.07,False
T00587-B1,T00587,V0016,6744.95,False
T00587-B2,T00587,V0111,5674.64,True
T00587-B3,T00587,V0240,6936.8,False
T00587-B4,T00587,V0094,6109.06,False
T00587-B5,T00587,V0209,8139.92,False
T00587-B6,T00587,V0257,6576.77,False
T00588-B0,T00588,V0113,81025.24,False
T00588-B1,T00588,V0247,79161.5,False
T00588-B2,T00588,V0268,76786.48,True
T00588-B3,T00588,V0074,78963.54,False
T00588-B4,T00588,V0051,79306.95,False
T00590-B0,T00590,V0138,4669.06,True
T00591-B0,T00591,V0014,52702.27,False
T00591-B1,T00591,V0041,47488.83,False
T00591-B2,T00591,V0080,44731.29,False
T00591-B3,T00591,V0011,44909.95,False
T00591-B4,T00591,V0162,44695.01,True
T00592-B0,T00592,V0277,122909.87,False
T00592-B1,T00592,V0225,90717.93,False
T00592-B2,T00592,V0076,92134.01,False
T00592-B3,T00592,V0234,90664.05,True
T00594-B0,T00594,V0215,31393.64,False
T00594-B1,T00594,V0229,31744.4,False
T00594-B2,T00594,V0078,30345.96,False
T00594-B3,T00594,V0012,29136.92,True
T00595-B0,T00595,V0023,86266.81,True
T00595-B1,T00595,V0149,100780.09,False
T00595-B2,T00595,V0113,99354.74,False
T00595-B3,T00595,V0102,98710.58,False
T00595-B4,T00595,V0250,90704.91,False
T00596-B0,T00596,V0053,15119.9,False
T00596-B1,T00596,V0073,18458.0,False
T00596-B2,T00596,V0044,16626.26,False
T00596-B3,T00596,V0032,14061.85,True
T00596-B4,T00596,V0292,15186.96,False
T00596-B5,T00596,V0015,18418.25,False
T00596-B6,T00596,V0232,17076.67,False
T00597-B0,T00597,V0189,12345.25,False
T00597-B1,T00597,V0006,14874.57,False
T00597-B2,T00597,V0009,12184.97,True
T00598-B0,T00598,V0086,10599.24,False
T00598-B1,T00598,V0056,9000.0,True
T00598-B2,T00598,V0067,10981.96,False
T00599-B0,T00599,V0032,7324.96,False
T00599-B1,T00599,V0079,8324.73,False
T00599-B2,T00599,V0178,6760.44,True
T00600-B0,T00600,V0057,23165.56,False
T00600-B1,T00600,V0233,23701.49,False
T00600-B2,T00600,V0129,24463.74,False
T00600-B3,T00600,V0136,21006.9,True
T00601-B0,T00601,V0057,6779.63,False
T00601-B1,T00601,V0298,6190.62,False
T00601-B2,T00601,V0246,6127.16,False
T00601-B3,T00601,V0043,4970.64,True
T00601-B4,T00601,V0114,6210.55,False
T00601-B5,T00601,V0033,6686.51,False
T00602-B0,T00602,V0150,31701.85,True
T00602-B1,T00602,V0046,42217.53,False
T00602-B2,T00602,V0255,37148.42,False
T00603-B0,T00603,V0085,129310.43,False
T00603-B1,T00603,V0166,131094.97,False
T00603-B2,T00603,V0208,124114.0,True
T00603-B3,T00603,V0191,125948.69,False
T00604-B0,T00604,V0011,57930.74,False
T00604-B1,T00604,V0116,58107.87,False
T00604-B2,T00604,V0124,48922.69,True
T00605-B0,T00605,V0237,49724.07,False
T00605-B1,T00605,V0167,46191.84,False
T00605-B2,T00605,V0094,50644.07,False
T00605-B3,T00605,V0238,52619.8,False
T00605-B4,T00605,V0021,50378.37,False
T00605-B5,T00605,V0209,44963.73,True
T00606-B0,T00606,V0070,186835.35,False
T00606-B1,T00606,V0269,190532.49,False
T00606-B2,T00606,V0131,186633.85,True
T00607-B0,T00607,V0204,186052.08,True
T00607-B1,T00607,V0013,216859.0,False
T00607-B2,T00607,V0261,220966.59,False
T00607-B3,T00607,V0096,258525.71,False
T00607-B4,T00607,V0250,189724.17,False
T00607-B5,T00607,V0113,234294.7,False
T00608-B0,T00608,V0254,73191.51,False
T00608-B1,T00608,V0270,67671.49,False
T00608-B2,T00608,V0052,56638.99,True
T00608-B3,T00608,V0275,62175.38,False
T00608-B4,T00608,V0139,66973.7,False
T00608-B5,T00608,V0268,73285.68,False
T00609-B0,T00609,V0143,423690.43,False
T00609-B1,T00609,V0115,375000.0,True
T00609-B2,T00609,V0216,427976.65,False
T00610-B0,T00610,V0195,10363.33,True
T00610-B1,T00610,V0267,18609.04,False
T00610-B2,T00610,V0106,15256.25,False
T00611-B0,T00611,V0074,28040.05,True
T00611-B1,T00611,V0096,33934.29,False
T00611-B2,T00611,V0247,28858.93,False
T00612-B0,T00612,V0055,27237.79,False
T00612-B1,T00612,V0183,25823.36,False
T00612-B2,T00612,V0253,23307.45,True
T00613-B0,T00613,V0025,69159.11,False
T00613-B1,T00613,V0080,70930.58,False
T00613-B2,T00613,V0272,57888.17,True
T00613-B3,T00613,V0162,64027.53,False
T00613-B4,T00613,V0211,69066.13,False
T00613-B5,T00613,V0116,61359.6,False
T00613-B6,T00613,V0041,70351.39,False
T00614-B0,T00614,V0093,3211.13,False
T00614-B1,T00614,V0176,2909.4,True
T00614-B2,T00614,V0026,3234.7,False
T00614-B3,T00614,V0256,3909.19,False
T00615-B0,T00615,V0226,21815.19,False
T00615-B1,T00615,V0072,20348.95,True
T00615-B2,T00615,V0174,23846.75,False
T00616-B0,T00616,V0129,23674.92,False
T00616-B1,T00616,V0033,20556.12,True
T00617-B0,T00617,V0036,8000.0,True
T00617-B1,T00617,V0027,10453.13,False
T00617-B2,T00617,V0235,10247.98,False
T00618-B0,T00618,V0088,10374.74,False
T00618-B1,T00618,V0073,9744.93,False
T00618-B2,T00618,V0114,9768.11,False
T00618-B3,T00618,V0057,9949.03,False
T00618-B4,T00618,V0091,10597.35,False
T00618-B5,T00618,V0292,9477.16,False
T00618-B6,T00618,V0180,9267.83,True
T00619-B0,T00619,V0244,22797.58,False
T00619-B1,T00619,V0022,21545.03,True
T00620-B0,T00620,V0278,42288.13,True
T00620-B1,T00620,V0205,43321.99,False
T00621-B0,T00621,V0016,8886.99,True
T00621-B1,T00621,V0237,12340.34,False
T00621-B2,T00621,V0094,12354.11,False
T00622-B0,T00622,V0218,96000.0,True
T00623-B0,T00623,V0103,9084.71,False
T00623-B1,T00623,V0003,8852.01,False
T00623-B2,T00623,V0289,8435.3,True
T00624-B0,T00624,V0204,87806.82,True
