tender_id,po_id,award_date,vendor_id,employee_id,department,category,award_method,amount,n_bidders,approval_limit,invoice_id,invoice_date,payment_date
T00725,PO00725,2024-01-24,V0153,E0050,Facilities,Cleaning Services,limited_tender,3000.0,3,25000,INV00725,2024-02-06,2024-03-17
T00726,PO00726,2024-07-19,V0156,E0055,Marketing,Transport,limited_tender,16326.01,2,500000,INV00726,2024-08-05,2024-09-12
T00727,PO00727,2025-02-17,V0284,E0028,Marketing,Office Supplies,open_tender,4213.01,4,25000,INV00727,2025-03-03,2025-04-19
T00728,PO00728,2026-02-21,V0044,E0050,Facilities,Software Licenses,limited_tender,16143.51,2,25000,INV00728,2026-03-17,2026-05-01
T00729,PO00729,2026-02-08,V0242,E0003,Marketing,Raw Materials,limited_tender,18749.22,3,25000,INV00729,2026-03-11,2026-04-06
T00730,PO00730,2024-10-05,V0161,E0041,Admin,Software Licenses,open_tender,16297.63,7,100000,INV00730,2024-10-25,2024-12-15
T00731,PO00731,2024-06-22,V0193,E0034,Marketing,Office Supplies,open_tender,37755.78,5,500000,INV00731,2024-07-07,2024-08-23
T00732,PO00732,2024-09-14,V0147,E0026,Maintenance,Cleaning Services,open_tender,31000.0,5,500000,INV00732,2024-09-19,2024-10-31
T00733,PO00733,2024-07-13,V0046,E0059,Facilities,Raw Materials,open_tender,23566.71,7,25000,INV00733,2024-07-20,2024-08-02
T00734,PO00734,2025-02-11,V0199,E0033,Facilities,Consulting Services,single_source,104134.15,1,500000,INV00734,2025-03-26,2025-05-11
T00735,PO00735,2025-09-16,V0152,E0049,R&D,Software Licenses,limited_tender,125894.86,2,500000,INV00735,2025-10-13,2025-11-28
T00736,PO00736,2024-09-18,V0106,E0046,R&D,Security Services,single_source,7978.46,1,25000,INV00736,2024-10-10,2024-10-29
T00737,PO00737,2026-03-22,V0118,E0043,Admin,Office Supplies,open_tender,4706.49,4,25000,INV00737,2026-04-15,2026-05-05
T00738,PO00738,2024-12-31,V0229,E0022,Admin,Security Services,open_tender,31725.55,3,100000,INV00738,2025-02-03,2025-03-02
T00739,PO00739,2023-11-07,V0027,E0005,Maintenance,Security Services,open_tender,8170.19,3,25000,INV00739,2023-12-19,2024-02-08
T00740,PO00740,2026-05-07,V0153,E0055,Marketing,Cleaning Services,open_tender,25470.26,3,500000,INV00740,2026-06-01,2026-07-15
T00741,PO00741,2024-07-26,V0274,E0045,IT,Cleaning Services,open_tender,10758.65,5,25000,INV00741,2024-08-31,2024-10-15
T00742,PO00742,2023-10-06,V0094,E0002,Maintenance,Hardware,open_tender,10685.35,3,100000,INV00742,2023-11-05,2023-11-17
T00743,PO00743,2023-12-22,V0113,E0009,Facilities,Consulting Services,open_tender,22690.11,7,500000,INV00743,2024-02-02,2024-02-23
T00744,PO00744,2024-11-27,V0202,E0058,Admin,Spare Parts,open_tender,13925.19,3,25000,INV00744,2025-01-04,2025-02-19
T00745,PO00745,2025-11-25,V0002,E0015,Marketing,Cleaning Services,open_tender,27067.96,5,100000,INV00745,2025-12-14,2026-01-23
T00746,PO00746,2025-12-22,V0184,E0031,Admin,Construction,limited_tender,392614.28,2,500000,INV00746,2026-01-19,2026-02-02
T00747,PO00747,2024-08-16,V0175,E0044,R&D,Spare Parts,open_tender,3323.07,5,100000,INV00747,2024-09-16,2024-10-28
T00748,PO00748,2023-09-15,V0057,E0055,Marketing,Software Licenses,open_tender,5156.23,7,500000,INV00748,2023-09-20,2023-10-04
T00749,PO00749,2024-02-27,V0192,E0030,Logistics,Cleaning Services,open_tender,11151.32,6,100000,INV00749,2024-03-27,2024-04-19
T00750,PO00750,2026-05-08,V0299,E0058,Admin,Construction,single_source,157186.49,1,25000,INV00750,2026-06-04,2026-06-27
T00751,PO00751,2024-11-23,V0059,E0000,Production,Security Services,open_tender,35410.69,4,100000,INV00751,2025-01-02,2025-02-11
T00752,PO00752,2023-07-08,V0060,E0009,Facilities,Transport,open_tender,37000.0,4,500000,INV00752,2023-07-24,2023-08-06
T00753,PO00753,2024-09-27,V0014,E0046,R&D,Construction,limited_tender,64595.32,2,25000,INV00753,2024-10-12,2024-11-11
T00754,PO00754,2024-02-14,V0281,E0027,Maintenance,Consulting Services,open_tender,131426.65,4,100000,INV00754,2024-02-20,2024-04-01
T00755,PO00755,2025-09-17,V0096,E0049,R&D,Consulting Services,limited_tender,251000.0,3,500000,INV00755,2025-10-21,2025-11-21
T00756,PO00756,2025-01-25,V0010,E0025,Logistics,Office Supplies,open_tender,2114.51,3,25000,INV00756,2025-02-14,2025-03-28
T00757,PO00757,2024-01-23,V0090,E0001,R&D,Cleaning Services,open_tender,32464.81,5,500000,INV00757,2024-02-28,2024-04-08
T00758,PO00758,2023-08-02,V0195,E0014,IT,Security Services,open_tender,12101.35,7,25000,INV00758,2023-08-12,2023-09-14
T00759,PO00759,2026-04-01,V0098,E0006,IT,Raw Materials,limited_tender,12049.43,2,500000,INV00759,2026-04-16,2026-06-10
T00760,PO00760,2023-08-02,V0247,E0014,IT,Consulting Services,open_tender,20954.39,5,25000,INV00760,2023-09-14,2023-10-23
T00761,PO00761,2024-04-13,V0079,E0049,R&D,Software Licenses,open_tender,22464.89,5,500000,INV00761,2024-05-03,2024-06-09
T00762,PO00762,2026-05-26,V0119,E0037,IT,Software Licenses,open_tender,100057.7,4,500000,INV00762,2026-06-23,2026-07-09
T00763,PO00763,2026-04-23,V0234,E0044,R&D,Transport,open_tender,32657.31,5,100000,INV00763,2026-05-03,2026-05-21
T00764,PO00764,2023-11-18,V0112,E0056,Marketing,Raw Materials,open_tender,45917.74,4,100000,INV00764,2023-12-06,2024-02-02
T00765,PO00765,2025-06-15,V0077,E0024,Production,Consulting Services,open_tender,169591.27,6,25000,INV00765,2025-07-12,2025-08-29
T00766,PO00766,2025-03-24,V0135,E0022,Admin,Raw Materials,open_tender,15548.06,6,100000,INV00766,2025-04-22,2025-06-14
T00767,PO00767,2024-03-09,V0033,E0035,Facilities,Software Licenses,open_tender,14215.09,6,500000,INV00767,2024-03-24,2024-05-22
T00768,PO00768,2026-01-05,V0073,E0017,IT,Software Licenses,open_tender,9000.0,4,25000,INV00768,2026-02-16,2026-03-30
T00769,PO00769,2023-10-31,V0128,E0004,Facilities,Consulting Services,open_tender,17398.37,6,25000,INV00769,2023-11-18,2023-12-21
T00770,PO00770,2024-10-15,V0151,E0016,Maintenance,Software Licenses,open_tender,33868.17,4,25000,INV00770,2024-11-07,2024-12-31
T00771,PO00771,2026-05-25,V0092,E0007,IT,Transport,open_tender,5073.93,6,100000,INV00771,2026-06-15,2026-07-06
T00772,PO00772,2024-09-10,V0268,E0029,Production,Consulting Services,limited_tender,37596.17,3,25000,INV00772,2024-10-24,2024-11-15
T00773,PO00773,2025-02-02,V0197,E0059,Facilities,Security Services,limited_tender,10940.72,3,25000,INV00773,2025-02-25,2025-03-31
T00774,PO00774,2024-06-07,V0172,E0012,Marketing,Hardware,open_tender,19314.54,3,100000,INV00774,2024-07-11,2024-08-27
T00775,PO00775,2023-09-30,V0147,E0045,IT,Cleaning Services,open_tender,22806.51,3,25000,INV00775,2023-10-20,2023-11-18
T00776,PO00776,2024-08-16,V0182,E0007,IT,Security Services,open_tender,21966.61,6,100000,INV00776,2024-09-15,2024-10-25
T00777,PO00777,2026-05-31,V0001,E0019,IT,Consulting Services,open_tender,56831.32,5,500000,INV00777,2026-06-11,2026-07-18
T00778,PO00778,2023-10-13,V0103,E0013,Logistics,Security Services,open_tender,23787.59,3,100000,INV00778,2023-10-20,2023-10-30
T00779,PO00779,2026-01-03,V0072,E0046,R&D,Raw Materials,open_tender,16898.39,3,25000,INV00779,2026-02-01,2026-03-29
T00780,PO00780,2026-02-09,V0290,E0015,Marketing,Consulting Services,open_tender,69052.9,6,100000,INV00780,2026-03-04,2026-03-18
T00781,PO00781,2026-03-16,V0124,E0048,Maintenance,Construction,open_tender,71051.87,5,100000,INV00781,2026-04-18,2026-05-24
T00782,PO00782,2024-02-16,V0069,E0031,Admin,Transport,open_tender,21392.36,7,500000,INV00782,2024-03-12,2024-05-06
T00783,PO00783,2024-03-10,V0098,E0023,Logistics,Raw Materials,open_tender,20856.34,6,25000,INV00783,2024-03-30,2024-04-23
T00784,PO00784,2025-04-08,V0078,E0037,IT,Security Services,limited_tender,8662.59,3,500000,INV00784,2025-05-08,2025-06-22
T00785,PO00785,2024-11-17,V0177,E0046,R&D,Raw Materials,open_tender,12691.68,3,25000,INV00785,2024-12-04,2025-01-01
T00786,PO00786,2024-12-21,V0117,E0040,IT,Spare Parts,single_source,15279.37,1,25000,INV00786,2025-01-28,2025-02-08
T00787,PO00787,2023-11-16,V0221,E0054,Logistics,Construction,limited_tender,161285.98,2,25000,INV00787,2023-12-04,2024-01-29
T00788,PO00788,2026-05-16,V0103,E0002,Maintenance,Security Services,limited_tender,7365.23,2,100000,INV00788,2026-06-22,2026-07-04
T00789,PO00789,2026-05-10,V0160,E0043,Admin,Hardware,limited_tender,25121.36,2,25000,INV00789,2026-05-23,2026-07-02
T00790,PO00790,2024-02-08,V0117,E0016,Maintenance,Spare Parts,open_tender,7799.16,4,25000,INV00790,2024-03-18,2024-04-14
T00791,PO00791,2025-03-31,V0135,E0036,Marketing,Raw Materials,open_tender,28459.9,7,25000,INV00791,2025-04-11,2025-05-19
T00792,PO00792,2024-10-02,V0239,E0059,Facilities,Transport,limited_tender,42456.66,3,25000,INV00792,2024-11-11,2024-12-31
T00793,PO00793,2026-02-25,V0286,E0023,Logistics,Office Supplies,open_tender,2115.55,5,25000,INV00793,2026-03-18,2026-05-13
T00794,PO00794,2025-07-04,V0282,E0059,Facilities,Office Supplies,open_tender,4057.9,6,25000,INV00794,2025-08-17,2025-08-29
T00795,PO00795,2024-12-15,V0147,E0034,Marketing,Cleaning Services,limited_tender,29297.44,2,500000,INV00795,2025-01-02,2025-02-09
T00796,PO00796,2026-01-16,V0173,E0042,IT,Transport,open_tender,11302.62,4,500000,INV00796,2026-02-07,2026-03-29
T00797,PO00797,2025-04-21,V0281,E0013,Logistics,Consulting Services,limited_tender,22576.09,3,100000,INV00797,2025-05-31,2025-06-13
T00798,PO00798,2024-04-07,V0290,E0013,Logistics,Consulting Services,limited_tender,35939.92,2,100000,INV00798,2024-04-29,2024-06-17
T00799,PO00799,2025-12-10,V0208,E0058,Admin,Raw Materials,open_tender,24068.76,7,25000,INV00799,2026-01-17,2026-01-29
T00800,PO00800,2024-09-25,V0269,E0014,IT,Raw Materials,open_tender,22324.21,5,25000,INV00800,2024-11-03,2024-12-18
T00801,PO00801,2024-02-24,V0239,E0047,Logistics,Transport,open_tender,14261.64,5,25000,INV00801,2024-03-28,2024-04-11
T00802,PO00802,2024-08-11,V0158,E0023,Logistics,Raw Materials,open_tender,48996.37,6,25000,INV00802,2024-08-28,2024-10-16
T00803,PO00803,2023-11-15,V0119,E0025,Logistics,Software Licenses,open_tender,61564.12,3,25000,INV00803,2023-12-05,2024-01-03
T00804,PO00804,2024-08-03,V0169,E0009,Facilities,Security Services,limited_tender,11172.58,3,500000,INV00804,2024-09-15,2024-11-01
T00805,PO00805,2025-03-17,V0172,E0029,Production,Hardware,open_tender,11000.0,5,25000,INV00805,2025-04-10,2025-05-07
T00806,PO00806,2025-02-27,V0113,E0029,Production,Consulting Services,open_tender,53870.87,3,25000,INV00806,2025-03-05,2025-05-02
T00807,PO00807,2025-01-03,V0286,E0005,Maintenance,Office Supplies,single_source,12161.24,1,25000,INV00807,2025-02-11,2025-03-01
T00808,PO00808,2025-01-02,V0114,E0023,Logistics,Software Licenses,single_source,3000.0,1,25000,INV00808,2025-01-26,2025-03-03
T00809,PO00809,2023-12-01,V0234,E0051,Maintenance,Transport,limited_tender,12823.0,2,25000,INV00809,2023-12-17,2024-02-06
T00810,PO00810,2024-07-05,V0137,E0019,IT,Hardware,single_source,51129.77,1,500000,INV00810,2024-08-13,2024-09-02
T00811,PO00811,2026-04-30,V0299,E0043,Admin,Construction,open_tender,62958.49,5,25000,INV00811,2026-05-30,2026-07-07
T00812,PO00812,2026-04-20,V0010,E0016,Maintenance,Office Supplies,single_source,6856.58,1,25000,INV00812,2026-05-11,2026-06-11
T00813,PO00813,2024-03-21,V0229,E0044,R&D,Security Services,open_tender,8715.58,7,100000,INV00813,2024-04-16,2024-06-09
T00814,PO00814,2023-12-20,V0200,E0027,Maintenance,Office Supplies,open_tender,3788.87,3,100000,INV00814,2024-01-30,2024-02-26
T00815,PO00815,2025-01-24,V0248,E0043,Admin,Office Supplies,single_source,1982.98,1,25000,INV00815,2025-02-05,2025-03-15
T00816,PO00816,2024-01-30,V0205,E0032,R&D,Construction,limited_tender,125908.67,2,25000,INV00816,2024-02-08,2024-02-29
T00817,PO00817,2026-01-27,V0058,E0047,Logistics,Construction,open_tender,158585.53,5,25000,INV00817,2026-03-02,2026-04-19
T00818,PO00818,2025-04-21,V0213,E0000,Production,Spare Parts,limited_tender,10827.06,2,100000,INV00818,2025-05-04,2025-06-10
T00819,PO00819,2025-04-09,V0011,E0056,Marketing,Construction,limited_tender,385348.52,3,100000,INV00819,2025-05-16,2025-06-09
T00820,PO00820,2025-03-01,V0297,E0000,Production,Hardware,limited_tender,44075.19,2,100000,INV00820,2025-03-06,2025-04-19
T00821,PO00821,2024-07-02,V0271,E0024,Production,Spare Parts,open_tender,18663.61,7,25000,INV00821,2024-08-01,2024-09-29
T00822,PO00822,2024-09-13,V0205,E0038,Production,Construction,open_tender,36166.15,5,100000,INV00822,2024-10-10,2024-11-09
T00823,PO00823,2024-08-09,V0168,E0025,Logistics,Hardware,open_tender,17173.11,7,25000,INV00823,2024-09-20,2024-11-15
T00824,PO00824,2025-05-14,V0286,E0057,Production,Office Supplies,limited_tender,3233.9,2,100000,INV00824,2025-06-09,2025-08-06
T00825,PO00825,2025-06-02,V0093,E0027,Maintenance,Spare Parts,open_tender,4707.84,6,100000,INV00825,2025-06-08,2025-07-17
T00826,PO00826,2023-08-31,V0015,E0025,Logistics,Software Licenses,open_tender,24188.47,4,25000,INV00826,2023-10-09,2023-11-14
T00827,PO00827,2023-07-12,V0277,E0008,Marketing,Transport,open_tender,22490.22,7,25000,INV00827,2023-08-21,2023-10-11
T00829,PO00829,2025-04-10,V0208,E0002,Maintenance,Raw Materials,open_tender,15891.22,6,100000,INV00829,2025-05-20,2025-07-10
T00830,PO00830,2025-11-08,V0255,E0053,Admin,Raw Materials,single_source,42326.62,1,500000,INV00830,2025-11-25,2025-12-07
T00831,PO00831,2025-11-16,V0292,E0020,IT,Software Licenses,open_tender,134373.78,3,500000,INV00831,2025-12-25,2026-02-07
T00833,PO00833,2024-03-05,V0217,E0007,IT,Cleaning Services,limited_tender,4194.87,3,100000,INV00833,2024-04-03,2024-05-03
T00834,PO00834,2025-10-25,V0110,E0044,R&D,Transport,open_tender,10683.63,4,100000,INV00834,2025-11-23,2026-01-03
T00835,PO00835,2026-01-11,V0280,E0018,Production,Cleaning Services,open_tender,5925.08,7,500000,INV00835,2026-01-17,2026-03-09
T00836,PO00836,2024-03-19,V0117,E0018,Production,Spare Parts,limited_tender,8060.5,2,500000,INV00836,2024-04-28,2024-06-02
T00837,PO00837,2025-05-30,V0240,E0028,Marketing,Hardware,open_tender,21000.0,7,25000,INV00837,2025-06-29,2025-07-25
T00838,PO00838,2025-05-06,V0147,E0037,IT,Cleaning Services,open_tender,8003.01,4,500000,INV00838,2025-06-17,2025-07-07
T00839,PO00839,2025-03-29,V0103,E0016,Maintenance,Security Services,limited_tender,9964.48,2,25000,INV00839,2025-05-11,2025-06-25
T00840,PO00840,2024-10-15,V0119,E0052,Production,Software Licenses,open_tender,10155.68,3,100000,INV00840,2024-10-20,2024-12-03
T00841,PO00841,2025-01-10,V0186,E0040,IT,Spare Parts,limited_tender,4362.42,2,25000,INV00841,2025-02-04,2025-02-18
T00842,PO00842,2023-12-06,V0240,E0031,Admin,Hardware,open_tender,220869.29,6,500000,INV00842,2023-12-30,2024-01-31
T00843,PO00843,2025-04-26,V0107,E0039,Maintenance,Office Supplies,open_tender,3345.03,6,100000,INV00843,2025-05-31,2025-07-25
T00844,PO00844,2025-09-20,V0255,E0052,Production,Raw Materials,single_source,149687.46,1,100000,INV00844,2025-10-28,2025-12-13
T00845,PO00845,2024-08-05,V0049,E0058,Admin,Spare Parts,open_tender,3665.66,3,25000,INV00845,2024-08-11,2024-10-03
T00846,PO00846,2025-12-30,V0266,E0031,Admin,Hardware,limited_tender,6829.26,3,500000,INV00846,2026-01-26,2026-03-11
T00847,PO00847,2024-10-16,V0182,E0048,Maintenance,Security Services,limited_tender,12682.88,3,100000,INV00847,2024-11-25,2024-12-15
T00848,PO00848,2024-07-09,V0297,E0055,Marketing,Hardware,limited_tender,126000.0,2,500000,INV00848,2024-08-06,2024-08-18
T00849,PO00849,2025-06-06,V0147,E0006,IT,Cleaning Services,open_tender,7620.7,7,500000,INV00849,2025-06-30,2025-07-25
T00850,PO00850,2024-05-28,V0192,E0005,Maintenance,Cleaning Services,limited_tender,26059.14,3,25000,INV00850,2024-07-03,2024-08-25
T00851,PO00851,2025-10-17,V0119,E0035,Facilities,Software Licenses,limited_tender,13994.24,2,500000,INV00851,2025-11-20,2026-01-02
T00852,PO00852,2025-05-02,V0132,E0049,R&D,Security Services,open_tender,5948.58,5,500000,INV00852,2025-05-08,2025-06-22
T00853,PO00853,2024-03-19,V0161,E0011,R&D,Software Licenses,open_tender,106292.69,6,500000,INV00853,2024-04-21,2024-06-08
T00854,PO00854,2023-10-02,V0197,E0013,Logistics,Security Services,limited_tender,10391.42,2,100000,INV00854,2023-11-05,2023-11-22
T00855,PO00855,2025-04-25,V0090,E0030,Logistics,Cleaning Services,open_tender,9000.0,6,100000,INV00855,2025-05-07,2025-05-19
T00856,PO00856,2025-11-03,V0207,E0025,Logistics,Cleaning Services,open_tender,12294.22,4,25000,INV00856,2025-11-11,2025-11-21
T00857,PO00857,2025-09-12,V0218,E0017,IT,Spare Parts,open_tender,5512.68,7,25000,INV00857,2025-10-19,2025-11-20
T00858,PO00858,2024-01-22,V0014,E0024,Production,Construction,open_tender,827518.5,6,25000,INV00858,2024-01-29,2024-03-09
T00859,PO00859,2024-04-13,V0108,E0052,Production,Transport,open_tender,4413.09,3,100000,INV00859,2024-05-08,2024-05-30
T00861,PO00861,2024-10-11,V0234,E0053,Admin,Transport,open_tender,8106.07,4,500000,INV00861,2024-11-01,2024-12-27
T00862,PO00862,2024-10-15,V0286,E0014,IT,Office Supplies,open_tender,1352.43,3,25000,INV00862,2024-11-23,2025-01-03
T00863,PO00863,2024-03-19,V0208,E0014,IT,Raw Materials,open_tender,19189.63,6,25000,INV00863,2024-04-04,2024-04-23
T00864,PO00864,2024-04-23,V0211,E0005,Maintenance,Construction,open_tender,606290.82,6,25000,INV00864,2024-05-30,2024-06-19
T00865,PO00865,2024-03-11,V0257,E0003,Marketing,Hardware,open_tender,7675.59,3,25000,INV00865,2024-03-19,2024-03-29
T00866,PO00866,2023-12-15,V0020,E0025,Logistics,Cleaning Services,open_tender,4831.75,6,25000,INV00866,2023-12-29,2024-01-28
T00867,PO00867,2023-09-27,V0063,E0028,Marketing,Spare Parts,open_tender,8360.3,7,25000,INV00867,2023-10-22,2023-11-13
T00868,PO00868,2025-03-01,V0145,E0000,Production,Office Supplies,limited_tender,5965.28,2,100000,INV00868,2025-04-03,2025-05-26
T00869,PO00869,2026-02-20,V0045,E0010,Admin,Spare Parts,limited_tender,7540.43,3,100000,INV00869,2026-02-27,2026-04-14
T00870,PO00870,2025-12-09,V0224,E0047,Logistics,Office Supplies,limited_tender,1511.81,2,25000,INV00870,2026-01-16,2026-02-17
T00871,PO00871,2025-11-30,V0254,E0036,Marketing,Consulting Services,limited_tender,25347.96,2,25000,INV00871,2026-01-08,2026-01-18
T00873,PO00873,2026-05-18,V0202,E0026,Maintenance,Spare Parts,open_tender,9453.56,3,500000,INV00873,2026-06-27,2026-07-12
T00874,PO00874,2025-07-06,V0106,E0054,Logistics,Security Services,limited_tender,13834.65,3,25000,INV00874,2025-07-29,2025-09-26
T00875,PO00875,2023-09-06,V0279,E0012,Marketing,Cleaning Services,open_tender,12145.38,7,100000,INV00875,2023-10-01,2023-11-06
T00876,PO00876,2026-06-23,V0143,E0033,Facilities,Hardware,limited_tender,60165.02,2,500000,INV00876,2026-08-02,2026-09-21
T00877,PO00877,2026-05-22,V0211,E0010,Admin,Construction,limited_tender,90823.69,3,100000,INV00877,2026-06-14,2026-07-27
T00878,PO00878,2026-01-01,V0049,E0042,IT,Spare Parts,open_tender,10184.25,6,500000,INV00878,2026-01-11,2026-01-29
T00879,PO00879,2024-03-21,V0003,E0057,Production,Security Services,limited_tender,2377.63,3,100000,INV00879,2024-04-10,2024-06-07
T00880,PO00880,2025-04-30,V0104,E0014,IT,Cleaning Services,limited_tender,5778.7,3,25000,INV00880,2025-06-10,2025-07-05
T00881,PO00881,2024-12-26,V0070,E0025,Logistics,Raw Materials,open_tender,51696.09,4,25000,INV00881,2025-02-02,2025-03-20
T00882,PO00882,2025-05-10,V0004,E0030,Logistics,Construction,open_tender,290213.85,5,100000,INV00882,2025-06-21,2025-07-25
T00883,PO00883,2026-04-12,V0225,E0056,Marketing,Transport,single_source,62913.33,1,100000,INV00883,2026-04-25,2026-06-21
T00884,PO00884,2024-03-13,V0281,E0021,Production,Consulting Services,open_tender,67000.0,6,500000,INV00884,2024-03-25,2024-05-15
T00885,PO00885,2025-07-01,V0059,E0053,Admin,Security Services,open_tender,13700.39,4,500000,INV00885,2025-08-06,2025-10-01
T00886,PO00886,2025-12-24,V0290,E0010,Admin,Consulting Services,open_tender,16000.0,3,100000,INV00886,2026-01-28,2026-03-27
T00887,PO00887,2024-05-15,V0061,E0022,Admin,Cleaning Services,limited_tender,4720.65,2,100000,INV00887,2024-06-14,2024-07-05
T00888,PO00888,2026-03-03,V0067,E0014,IT,Cleaning Services,limited_tender,7692.69,2,25000,INV00888,2026-03-25,2026-04-27
T00889,PO00889,2024-10-12,V0058,E0038,Production,Construction,open_tender,112786.76,6,100000,INV00889,2024-11-12,2024-11-26
T00890,PO00890,2024-12-03,V0011,E0017,IT,Construction,limited_tender,66147.08,2,25000,INV00890,2025-01-12,2025-02-27
T00891,PO00891,2024-04-28,V0275,E0007,IT,Consulting Services,open_tender,60722.37,6,100000,INV00891,2024-05-10,2024-06-06
T00892,PO00892,2024-01-16,V0235,E0006,IT,Security Services,open_tender,23902.71,3,500000,INV00892,2024-02-17,2024-03-23
T00893,PO00893,2024-11-16,V0207,E0058,Admin,Cleaning Services,open_tender,3000.0,7,25000,INV00893,2024-12-07,2024-12-24
T00894,PO00894,2025-05-22,V0208,E0058,Admin,Raw Materials,open_tender,31561.29,3,25000,INV00894,2025-06-22,2025-08-10
T00895,PO00895,2024-11-23,V0185,E0051,Maintenance,Transport,limited_tender,23377.78,2,25000,INV00895,2024-12-27,2025-01-19
T00896,PO00896,2024-06-04,V0258,E0036,Marketing,Office Supplies,open_tender,4247.74,4,25000,INV00896,2024-07-02,2024-08-28
T00897,PO00897,2026-06-17,V0077,E0000,Production,Consulting Services,open_tender,10620.28,6,100000,INV00897,2026-07-12,2026-07-30
T00898,PO00898,2025-10-22,V0172,E0044,R&D,Hardware,open_tender,86113.76,3,100000,INV00898,2025-11-07,2025-11-29
T00899,PO00899,2024-05-07,V0006,E0053,Admin,Spare Parts,open_tender,440000.0,7,500000,INV00899,2024-05-25,2024-06-21
T00900,PO00900,2023-10-05,V0017,E0012,Marketing,Transport,open_tender,14772.17,6,100000,INV00900,2023-11-11,2023-12-29
T00901,PO00901,2023-09-10,V0037,E0053,Admin,Transport,open_tender,152018.32,4,500000,INV00901,2023-10-16,2023-11-01
T00902,PO00902,2023-08-16,V0106,E0000,Production,Security Services,open_tender,12412.35,6,100000,INV00902,2023-08-22,2023-09-06
T00903,PO00903,2024-11-12,V0126,E0030,Logistics,Office Supplies,limited_tender,3340.77,3,100000,INV00903,2024-11-27,2024-12-25
T00904,PO00904,2025-07-01,V0249,E0015,Marketing,Raw Materials,limited_tender,7852.69,2,100000,INV00904,2025-07-14,2025-09-05
T00905,PO00905,2023-11-30,V0075,E0028,Marketing,Office Supplies,open_tender,2726.38,6,25000,INV00905,2023-12-10,2024-02-05
T00906,PO00906,2026-05-27,V0030,E0048,Maintenance,Office Supplies,open_tender,8053.44,3,100000,INV00906,2026-06-06,2026-06-27
T00907,PO00907,2024-12-08,V0070,E0053,Admin,Raw Materials,open_tender,67272.51,6,500000,INV00907,2024-12-27,2025-02-02
T00908,PO00908,2026-02-08,V0146,E0041,Admin,Software Licenses,open_tender,11388.9,3,100000,INV00908,2026-02-27,2026-04-06
T00909,PO00909,2025-09-16,V0014,E0045,IT,Construction,limited_tender,282047.91,3,25000,INV00909,2025-10-17,2025-11-01
T00910,PO00910,2024-12-20,V0228,E0056,Marketing,Software Licenses,single_source,28132.32,1,100000,INV00910,2024-12-29,2025-02-19
T00911,PO00911,2024-09-17,V0092,E0055,Marketing,Transport,open_tender,73736.74,4,500000,INV00911,2024-10-14,2024-12-05
T00912,PO00912,2023-08-25,V0283,E0039,Maintenance,Security Services,open_tender,6737.73,6,100000,INV00912,2023-09-23,2023-11-12
T00913,PO00913,2024-02-24,V0090,E0057,Production,Cleaning Services,limited_tender,3945.83,3,100000,INV00913,2024-03-01,2024-03-20
T00914,PO00914,2025-06-30,V0048,E0006,IT,Hardware,limited_tender,14450.96,3,500000,INV00914,2025-08-05,2025-09-22
T00915,PO00915,2025-05-14,V0176,E0000,Production,Spare Parts,limited_tender,9225.78,2,100000,INV00915,2025-05-27,2025-07-18
T00916,PO00916,2026-04-03,V0195,E0031,Admin,Security Services,open_tender,10667.75,4,500000,INV00916,2026-05-02,2026-05-22
T00917,PO00917,2025-06-21,V0005,E0024,Production,Consulting Services,limited_tender,28700.85,2,25000,INV00917,2025-07-14,2025-08-14
T00918,PO00918,2023-09-14,V0198,E0052,Production,Spare Parts,single_source,6000.0,1,100000,INV00918,2023-09-28,2023-10-31
T00919,PO00919,2024-06-20,V0286,E0024,Production,Office Supplies,open_tender,3000.0,4,25000,INV00919,2024-07-19,2024-08-14
T00920,PO00920,2023-11-13,V0108,E0036,Marketing,Transport,limited_tender,13184.83,3,25000,INV00920,2023-12-11,2024-01-18
T00921,PO00921,2024-03-17,V0226,E0058,Admin,Raw Materials,open_tender,51822.72,4,25000,INV00921,2024-03-28,2024-04-10
T00922,PO00922,2026-06-07,V0040,E0024,Production,Transport,limited_tender,6000.0,2,25000,INV00922,2026-07-19,2026-09-11
T00923,PO00923,2025-03-05,V0221,E0009,Facilities,Construction,limited_tender,26033.94,3,500000,INV00923,2025-03-10,2025-03-31
T00924,PO00924,2025-06-24,V0243,E0049,R&D,Spare Parts,open_tender,2893.43,6,500000,INV00924,2025-07-16,2025-08-16
T00925,PO00925,2025-10-15,V0073,E0001,R&D,Software Licenses,limited_tender,24880.14,2,500000,INV00925,2025-11-01,2025-11-23
T00926,PO00926,2026-03-17,V0262,E0032,R&D,Hardware,limited_tender,3496.61,3,25000,INV00926,2026-04-29,2026-06-22
T00927,PO00927,2024-07-17,V0101,E0036,Marketing,Transport,open_tender,8789.53,3,25000,INV00927,2024-08-05,2024-09-09
T00928,PO00928,2024-10-10,V0275,E0003,Marketing,Consulting Services,open_tender,160198.27,6,25000,INV00928,2024-10-15,2024-11-07
T00929,PO00929,2024-01-16,V0146,E0050,Facilities,Software Licenses,single_source,17490.95,1,25000,INV00929,2024-02-05,2024-03-16
T00930,PO00930,2024-08-20,V0079,E0012,Marketing,Software Licenses,open_tender,10000.0,5,100000,INV00930,2024-09-29,2024-10-19
