tender_id,vendor_id,employee_id,amount,n_bidders,log_amount,amount_over_limit,headroom_to_limit,is_round,days_to_invoice,days_to_payment,award_method_code,category_code,department_code,amount_z_in_category,amount_vs_cat_median,vendor_age_days,vendor_n_tenders,vendor_mean_amount,vendor_n_buyers,is_vendors_first_award,days_reg_to_first_award,buyer_n_tenders,buyer_mean_amount,buyer_n_vendors,pair_n_tenders,buyer_exclusivity,pair_share_of_buyer,bid_cv,bid_spread,winner_margin,n_rules_triggered,rule_po_splitting,rule_duplicate_invoice,rule_thin_competition,rule_round_near_threshold,rule_vendor_concentration,rule_new_vendor_large_first,g_direct_shared_ids,g_hops_to_buyer,g_reachable_within_2_hops,g_vendor_emp_degree,g_identity_component_size,g_cobid_min_affinity,g_cobid_mean_affinity,g_jaccard_mean,g_ring_score,g_ring_win_evenness,g_bidders_in_ring
T00721,V0057,E0047,15189.41,5,9.628419586667293,0.6075764,0.3924236,0,15,30,1,7,3,-0.44243171385055124,0.6886856655777543,110,10,18813.745,9,0,88,70,48003.72114285714,57,1,0.1,0.004520307306652608,0.06682393313545251,0.163607881679016,0.10777574639172946,0,0,0,0,0,0,0,0,0,0,0,1,0.07692307692307693,0.15431623931623933,0.07090220646662743,0.0,0.0,0.0
T00722,V0174,E0021,139664.35,2,11.847004482984092,0.2793287,0.7206713,0,17,40,0,5,6,1.1617786985451928,4.143294611674644,1130,6,60678.263333333336,6,0,341,52,93986.90211538461,47,1,0.16666666666666666,0.028576884908048696,0.059702766947869974,0.08443246272887797,0.08815399205309014,1,0,0,1,0,0,0,0,0,0,0,1,0.20689655172413793,0.20689655172413793,0.1016949152542373,0.0,0.0,0.0
T00723,V0167,E0055,55977.73,7,10.932727076138287,0.11195546,0.88804454,0,29,49,1,3,5,0.3377580375223038,2.3040701539196093,3102,10,40289.590000000004,9,0,2926,60,58479.508166666674,51,1,0.1,0.015953659596584215,0.14579797221335508,0.42099897130599523,0.0728269974505932,0,0,0,0,0,0,0,0,0,0,0,1,0.08108108108108109,0.16914427480655997,0.08511752948212785,0.0,0.0,0.0
T00724,V0079,E0008,10716.32,3,9.279616403369584,0.4286528,0.5713472,0,25,39,0,7,5,-0.5641265255904745,0.4858764080859099,2673,15,33937.34533333333,11,0,2385,65,36468.550461538456,53,1,0.06666666666666667,0.004520784606241421,0.08438493575510905,0.16804140241370913,0.07654026755453361,0,0,0,0,0,0,0,0,0,0,0,1,0.10810810810810811,0.16151866151866154,0.08089520266080387,0.0,0.0,0.0
T00725,V0153,E0050,3000.0,3,8.006700845440367,0.12,0.88,1,13,40,0,0,1,-0.5292187074212044,0.31772323764215465,1169,15,21740.389333333333,15,0,968,56,54790.61928571429,42,1,0.06666666666666667,0.0009777481851787793,0.0858325712333127,0.16946236956207325,0.0660666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0.16129032258064516,0.25089605734767023,0.11443932411674347,0.0,0.0,0.0
T00726,V0156,E0055,16326.01,2,9.700576070608369,0.032652020000000004,0.96734798,0,17,38,0,9,5,-0.34871490065298627,0.9486637597417238,3204,11,25780.28909090909,4,0,2828,60,58479.508166666674,51,7,0.6363636363636364,0.03878283871453786,0.1074434737519608,0.15194801776850067,0.16444128112135176,1,0,0,0,0,1,0,1,1,1,1,2,0.034482758620689655,0.034482758620689655,0.015625,0.0,0.0,0.0
T00727,V0284,E0028,4213.01,4,8.34616996740356,0.16852040000000001,0.8314795999999999,0,14,47,1,4,5,-0.18310225497377933,0.9363513720748813,990,6,6544.435,6,0,416,51,36970.90843137255,45,1,0.16666666666666666,0.0022344065299079114,0.04061631037745171,0.08718969333088042,0.08209807239954334,0,0,0,0,0,0,0,0,0,0,0,1,0.06451612903225806,0.15363310524600848,0.07873526530501136,0.0,0.0,0.0
T00728,V0044,E0050,16143.51,2,9.68933533277826,0.6457404,0.3542596,0,24,45,0,7,1,-0.4164744852052388,0.7319444224042365,1486,3,16105.593333333332,3,0,1113,56,54790.61928571429,42,1,0.3333333333333333,0.005261429201638492,0.17876812137652476,0.25281630177064096,0.28939864998380144,0,0,0,0,0,0,0,0,0,0,0,1,0.07692307692307693,0.07692307692307693,0.028985507246376812,0.0,0.0,0.0
T00729,V0242,E0003,18749.22,3,9.838960764663055,0.7499688000000001,0.25003119999999995,0,31,26,0,5,5,-0.5254567672012032,0.5562159720723469,3482,10,71601.686,9,0,3067,51,42917.27294117647,43,1,0.1,0.008566056030861234,0.15217906295990455,0.2873128995578971,0.06402773022024369,0,0,0,0,0,0,0,0,0,0,0,1,0.12121212121212122,0.1638608305274972,0.07511520737327189,0.0,0.0,0.0
T00730,V0161,E0041,16297.63,7,9.698836334182777,0.1629763,0.8370236999999999,0,20,51,1,7,0,-0.4122814990624702,0.7389322010459904,517,7,36456.060000000005,7,0,208,56,45781.51178571429,54,1,0.14285714285714285,0.006356913430579856,0.07146054117827513,0.2194623385465339,0.07460778039506372,0,0,0,0,0,0,0,0,0,0,0,1,0.08823529411764706,0.15993418872925513,0.08162629778123255,0.733,0.906,0.2857142857142857
T00731,V0193,E0034,37755.78,5,10.538920341199553,0.07551155999999999,0.92448844,0,15,47,1,4,5,0.8762260111288238,8.391310822133667,2121,11,20218.122727272726,6,0,1875,49,54144.41755102041,47,1,0.09090909090909091,0.014230943046398293,0.14177879495846615,0.3602653174871087,0.06188827247112891,0,0,0,0,0,0,0,0,0,0,1,4,0.03571428571428571,0.13306818181818184,0.06459802496525671,0.0,0.0,0.0
T00732,V0147,E0026,31000.0,5,10.34177474101152,0.062,0.938,1,5,42,1,0,4,0.6570680072893623,3.2831401223022647,2941,18,20560.227777777778,17,0,2505,36,65490.487222222226,35,1,0.05555555555555555,0.013148644141082508,0.14317764680614783,0.3601307503281265,0.03791548387096778,0,0,0,0,0,0,0,0,0,0,0,1,0.1794871794871795,0.31360854981544634,0.17348243339081598,1.497,0.999,0.6
T00733,V0046,E0059,23566.71,7,10.067632833806611,0.9426684,0.05733160000000004,0,7,13,1,5,1,-0.458234079818089,0.6991320444902291,1057,10,41070.839,7,0,747,60,33202.16816666667,51,2,0.2,0.028928401959934253,0.08369163911360271,0.2634019413312674,0.11160997865209028,0,0,0,0,0,0,0,0,0,0,0,1,0.05555555555555555,0.13054510031111013,0.06493636396053734,0.0,0.0,0.0
T00734,V0199,E0033,104134.15,1,11.553444853709973,0.2082683,0.7917316999999999,0,43,46,2,2,1,0.40529475813635035,2.1797371023232017,3008,8,96261.97625,8,0,2416,47,44563.99787234043,44,1,0.125,0.049717716509925784,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
T00735,V0152,E0049,125894.86,2,11.743210336251106,0.25178972,0.74821028,0,27,46,0,7,7,2.569418907606536,5.708054852158064,2387,13,28140.048461538463,10,0,1620,52,72881.1648076923,42,1,0.07692307692307693,0.03321921385845452,0.16866752190432202,0.23853189700895333,0.2708330586332119,1,0,0,1,0,0,0,0,0,0,0,1,0.09523809523809523,0.09523809523809523,0.03278688524590164,0.0,0.0,0.0
T00736,V0106,E0046,7978.46,1,8.98462601898126,0.3191384,0.6808616000000001,0,22,19,2,6,7,-0.22208954851286733,0.7414419182332805,975,10,12061.917,10,0,548,61,28114.55737704918,51,1,0.1,0.004652195817113589,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
T00737,V0118,E0043,4706.49,4,8.45691013625927,0.1882596,0.8117404,0,24,20,1,4,0,-0.1675174564387653,1.0460284616359106,2486,8,5806.188749999999,8,0,1621,57,45791.948947368415,50,1,0.125,0.0018031553995420224,0.04192343709881857,0.09861734745145014,0.02654632220614524,0,0,0,0,0,0,0,0,0,0,0,1,0.03571428571428571,0.10799963924963925,0.05220574748982187,0.0,0.0,0.0
T00738,V0229,E0022,31725.55,3,10.364909148757112,0.31725549999999997,0.6827445,0,34,27,1,6,0,0.28498272584601003,2.94826979755565,2656,12,12920.916666666666,10,0,2118,48,99118.02041666668,43,1,0.08333333333333333,0.006668302651272431,0.10019909103973079,0.19704474423161406,0.07336043031562882,0,0,0,0,0,0,0,0,0,0,0,1,0.16666666666666666,0.240981240981241,0.13406974225687676,0.0,0.0,0.0
T00739,V0027,E0005,8170.19,3,9.008369832082174,0.3268076,0.6731924,0,42,51,1,6,4,-0.2179955324813103,0.7592594743760532,2201,16,14083.42625,13,1,2201,50,87107.3514,44,3,0.1875,0.005837100908569239,0.01778166062620254,0.03131494975853326,0.030889122529586203,0,0,0,0,0,0,0,0,0,0,0,1,0.11904761904761904,0.1535036778939218,0.08183811802232854,0.0,0.0,0.0
T00740,V0153,E0055,25470.26,3,10.145306036714569,0.050940519999999996,0.94905948,0,25,44,1,0,5,0.4227873966535191,2.697497823595822,2003,15,21740.389333333333,15,0,968,60,58479.508166666674,51,1,0.06666666666666667,0.007259027078741761,0.061140992433924374,0.10591079768407596,0.11393130655124843,0,0,0,0,0,0,0,0,0,0,0,1,0.46296296296296297,0.49957428693060874,0.320750609543713,1.497,0.999,1.0
T00741,V0274,E0045,10758.65,5,9.283558305305691,0.430346,0.569654,0,36,45,1,0,2,-0.20050501388230654,1.139424370219589,2172,3,6632.37,3,0,2035,47,43872.74063829787,46,1,0.3333333333333333,0.0052175324239646485,0.055954166216748584,0.1375964139270831,0.06403126786353318,0,0,0,0,0,0,0,0,0,0,0,1,0.05555555555555555,0.1842442645074224,0.08844528291292444,0.0,0.0,0.0
T00742,V0094,E0002,10685.35,3,9.276722505116288,0.1068535,0.8931465,0,30,12,1,3,4,-0.5953024877907906,0.4398141192789507,2746,13,43841.054615384615,10,0,2654,47,34463.255319148935,39,1,0.07692307692307693,0.006596819430870869,0.06392210599454334,0.12772144654826945,0.07352590228677579,0,0,0,0,0,0,0,0,0,0,0,1,0.08695652173913043,0.16573764399851357,0.08395061728395063,0.0,0.0,0.0
T00743,V0113,E0009,22690.11,7,10.029728496806507,0.04538022,0.95461978,0,42,21,1,2,1,-0.5963431796865948,0.47494961665116303,2277,11,44374.62090909091,11,0,2223,56,90986.20857142856,51,1,0.09090909090909091,0.004453208261735617,0.09620394924622687,0.24885477284520846,0.0748766753444562,0,0,0,0,0,0,0,0,0,0,0,1,0.08333333333333333,0.13671380833034968,0.06625699688019289,0.0,0.0,0.0
T00744,V0202,E0058,13925.19,3,9.54152651895387,0.5570076,0.44299239999999995,0,38,46,1,8,0,-0.20656830197300707,1.137344408507302,2987,9,15989.058888888889,7,0,2475,63,29459.61634920635,49,2,0.2222222222222222,0.013290348617833217,0.031028038359224023,0.06194771260306026,0.035278513255474445,0,0,0,0,0,0,0,0,0,0,0,1,0.08571428571428572,0.1154471544715447,0.05261833560762225,0.0,0.0,0.0
T00745,V0002,E0015,27067.96,5,10.206142962956395,0.27067959999999996,0.7293204000000001,0,19,40,1,0,5,0.49047776394255743,2.8667066291894456,2517,21,13637.24523809524,17,0,1642,38,72504.25157894737,32,1,0.047619047619047616,0.009824454722720507,0.0632991095612023,0.16411595604220136,0.0642231627355737,0,0,0,0,0,0,0,0,0,0,0,1,0.13157894736842105,0.2656617597633931,0.1473824942651111,1.497,0.999,0.6
T00746,V0184,E0031,392614.28,2,12.880585480087511,0.7852285600000001,0.21477143999999995,0,28,14,0,1,0,0.6890227306872169,3.486098356518907,1476,15,231521.642,12,0,576,44,45388.52636363637,40,1,0.06666666666666667,0.196592675133217,0.04898957306446969,0.0692817186426407,0.07176781751290337,1,0,0,1,0,0,0,0,0,0,0,1,0.28,0.28,0.15217391304347827,0.0,0.0,0.0
T00747,V0175,E0044,3323.07,5,8.108945214718704,0.0332307,0.9667692999999999,0,31,42,1,8,7,-0.5399431325687748,0.2714128197588945,1199,12,16598.524999999998,11,0,850,58,48907.245172413786,50,1,0.08333333333333333,0.0011714892168398915,0.08834675205968626,0.21476161669865754,0.1010541457146554,0,0,0,0,0,0,0,0,0,0,0,1,0.0975609756097561,0.16365116910310598,0.08183158160343626,0.0,0.0,0.0
T00748,V0057,E0055,5156.23,7,8.548154892629823,0.010312459999999999,0.98968754,0,5,14,1,7,5,-0.7153942411533246,0.23378272687497303,88,10,18813.745,9,1,88,60,58479.508166666674,51,1,0.1,0.0014695261530200568,0.06578403909966872,0.16948119026520717,0.03336158394796207,0,0,0,0,0,0,0,0,0,0,0,1,0.030303030303030304,0.14001768840478515,0.06933538722473,0.0,0.0,0.0
T00749,V0192,E0030,11151.32,6,9.319402826993219,0.11151319999999999,0.8884867999999999,0,29,23,1,0,3,-0.1838686137299709,1.1810111647945707,420,10,11414.524000000001,8,1,420,53,47974.87679245282,47,1,0.1,0.004385675966635163,0.11541604497910324,0.29685593914590386,0.09217294454826876,0,0,0,0,0,0,0,0,0,0,0,1,0.08333333333333333,0.17375750363366463,0.09241030183312435,0.0,0.0,0.0
T00750,V0299,E0058,157186.49,1,11.965194575657904,6.2874596,-5.2874596,0,27,23,2,1,0,-0.20822631322843202,1.395689337779501,3480,17,117375.62294117648,15,0,2472,63,29459.61634920635,49,1,0.058823529411764705,0.08469301233316527,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
T00751,V0059,E0000,35410.69,4,10.474797270597966,0.3541069,0.6458931,0,40,40,1,6,6,0.36367162293322686,3.290731534602423,2572,15,13870.725999999999,15,0,2135,53,59408.27339622642,41,1,0.06666666666666667,0.011246349846914309,0.043295512827726514,0.09296112173630625,0.04698214013903706,0,0,0,0,0,0,0,0,0,0,0,1,0.15,0.1913951545530493,0.0947620762427596,0.0,0.0,0.0
T00752,V0060,E0009,37000.0,4,10.518700218288165,0.074,0.926,1,16,13,1,9,1,0.5198892079855947,2.1499778029318724,981,14,30593.36285714286,12,1,981,56,90986.20857142856,51,1,0.07142857142857142,0.007261697086713896,0.05070816420995048,0.12024027305997896,0.035694324324324386,0,0,0,0,0,0,0,0,0,0,0,1,0.47619047619047616,0.5041627762215998,0.32124833149924,1.995,0.989,1.0
T00753,V0014,E0046,64595.32,2,11.0759127222038,2.5838128,-1.5838128,0,15,30,0,1,7,-0.5611045301862996,0.57355437731611,2543,22,273484.22045454546,16,0,2144,61,28114.55737704918,51,1,0.045454545454545456,0.03766517316739242,0.0011227885235002922,0.0015878627576110323,0.001589124413347615,1,0,0,1,0,0,0,0,0,0,0,1,0.0392156862745098,0.0392156862745098,0.019801980198019802,0.0,0.0,0.0
T00754,V0281,E0027,131426.65,4,11.786211789075768,1.3142665,-0.31426649999999995,0,6,41,1,2,4,0.7409510371965828,2.751023993944788,1338,16,110928.9525,16,0,1119,48,46700.487499999996,44,1,0.0625,0.05863012047429555,0.094123943099043,0.22940267129410408,0.10979203989449633,0,0,0,0,0,0,0,0,0,0,0,1,0.11428571428571428,0.1582080200501253,0.07887276745972398,0.0,0.0,0.0
T00755,V0096,E0049,251000.0,3,12.433212202169729,0.502,0.498,1,34,31,0,2,7,2.2115215505525176,5.253934589979595,1100,4,110730.3825,4,0,775,52,72881.1648076923,42,1,0.25,0.06623004845846832,0.11848739504839002,0.21178896122844673,0.01494880478087647,0,0,0,0,0,0,0,0,0,0,0,1,0.1111111111111111,0.18803418803418803,0.10205859861744553,0.0,0.0,0.0
T00756,V0010,E0025,2114.51,3,7.65705119716384,0.08458040000000001,0.9154195999999999,0,20,42,1,4,3,-0.24937586226430164,0.4699548160972932,1387,8,4234.87625,8,0,855,46,56259.55782608696,40,1,0.125,0.0008170630995314629,0.0195140934535948,0.036185090070203,0.005504821447994983,0,0,0,0,0,0,0,0,0,0,0,1,0.10344827586206896,0.17028522775649213,0.07717081630125108,0.0,0.0,0.0
T00757,V0090,E0001,32464.81,5,10.387942814577439,0.06492962000000001,0.93507038,0,36,40,1,0,7,0.719128173095619,3.4382748475458,3142,11,13211.58,11,0,2962,48,25992.499166666665,43,1,0.09090909090909091,0.02602097643618276,0.07845984862883539,0.20830983228180805,0.07593791554609441,0,0,0,0,0,0,0,0,0,0,0,1,0.10526315789473684,0.21467592130230698,0.10652432930245641,0.0,0.0,0.0
T00758,V0195,E0014,12101.35,7,9.401154927603597,0.48405400000000004,0.515946,0,10,33,1,6,2,-0.13405336348002866,1.1245839619691405,2003,7,77580.61571428571,7,1,2003,61,54501.81229508197,50,1,0.14285714285714285,0.0036399300964740067,0.14687997857284943,0.36601029104242827,0.00333681779305608,0,0,0,0,0,0,0,0,0,0,0,1,0.05405405405405406,0.15457720061673821,0.07495278225117837,0.0,0.0,0.0
T00759,V0098,E0006,12049.43,2,9.396855622929422,0.02409886,0.9759011400000001,0,15,55,0,5,2,-0.618944846824101,0.3574594260650682,2970,7,115980.75428571428,7,0,1986,68,40628.268088235294,59,1,0.14285714285714285,0.004361433758760467,0.038602832995267976,0.05459264996793158,0.05612464656004478,0,0,0,0,0,0,0,0,0,0,0,1,0.10810810810810811,0.10810810810810811,0.0547945205479452,0.0,0.0,0.0
T00760,V0247,E0014,20954.39,5,9.950151171495934,0.8381756,0.16182440000000003,0,43,39,1,2,2,-0.6176898982609441,0.4386175077008866,2252,8,49130.5325,8,1,2252,61,54501.81229508197,50,1,0.125,0.006302810414892055,0.11402612423912249,0.2797870725048798,0.24810648269885222,0,0,0,0,0,0,0,0,0,0,0,1,0.07894736842105263,0.14084795321637428,0.0734869487446084,0.0,0.0,0.0
T00761,V0079,E0049,22464.89,5,10.019753437901803,0.044929779999999996,0.95507022,0,20,37,1,7,7,-0.24449512663286138,1.0185548827624666,2620,15,33937.34533333333,11,0,2385,52,72881.1648076923,42,2,0.13333333333333333,0.010497383521246758,0.06253913142508055,0.1700508586891033,0.07761355608685383,0,0,0,0,0,0,0,0,0,0,0,1,0.08108108108108109,0.13291505791505792,0.06641517635489155,0.0,0.0,0.0
T00762,V0119,E0037,100057.7,4,11.51351229275312,0.2001154,0.7998846,0,28,16,1,7,2,1.8664935647016816,4.536601732435906,1030,13,31144.772307692307,11,0,-15,60,85659.37133333334,53,1,0.07692307692307693,0.01946813649663566,0.0907972369449193,0.1984612589518788,0.07142728645571511,0,0,0,0,0,0,0,0,0,0,0,1,0.1388888888888889,0.1611111111111111,0.08181691041695828,0.0,0.0,0.0
T00763,V0234,E0044,32657.31,5,10.39385461993149,0.3265731,0.6734269,0,10,18,1,9,7,0.3374339404468332,1.8976349082017587,4094,17,35643.85352941177,15,0,3147,58,48907.245172413786,50,1,0.058823529411764705,0.011512753723513966,0.04126630904527277,0.11327977040588737,0.05848307775502629,0,0,0,0,0,0,0,0,0,0,0,1,0.16279069767441862,0.3769162703841226,0.22430079392221275,1.995,0.989,0.8
T00764,V0112,E0056,45917.74,4,10.734628591592601,0.45917739999999996,0.5408226,0,18,58,1,5,5,-0.14635044282442525,1.362199621609074,730,5,21660.038,5,0,669,55,51182.54145454545,49,1,0.2,0.016311577664454888,0.06977798490112522,0.1566950191469703,0.0396779109773261,0,0,0,0,0,0,0,0,0,0,0,1,0.1282051282051282,0.17404951370468613,0.08421012019802343,0.0,0.0,0.0
T00765,V0077,E0024,169591.27,6,12.04115242347105,6.783650799999999,-5.783650799999999,0,27,48,1,2,6,1.2103178720760452,3.5498862135919076,3540,25,80352.99279999999,16,0,3046,68,52800.416470588236,56,1,0.04,0.047234272595086925,0.05508539626151963,0.1407036838454134,0.018908579433363583,0,0,0,0,0,0,0,0,0,0,0,1,0.06896551724137931,0.15289681378083694,0.07145298462745281,0.0,0.0,0.0
T00766,V0135,E0022,15548.06,6,9.651755465619424,0.1554806,0.8445194,0,29,53,1,5,0,-0.5701253763614359,0.46125008436293197,1809,14,56681.08928571428,12,0,1178,48,99118.02041666668,43,1,0.07142857142857142,0.0032680022795552113,0.09435121178664173,0.2261106444714083,0.004090542485686341,0,0,0,0,0,0,0,0,0,0,0,1,0.030303030303030304,0.12667612081405186,0.06285046171923124,0.0,0.0,0.0
T00767,V0033,E0035,14215.09,6,9.562129700709214,0.02843018,0.9715698199999999,0,15,59,1,7,1,-0.46893904747774007,0.644510136858356,2715,15,27577.56866666667,13,0,2687,50,36994.0156,48,1,0.06666666666666667,0.007685075420685069,0.11653191711566296,0.2926907343684702,0.10307426825999688,0,0,0,0,0,0,0,0,0,0,0,1,0.038461538461538464,0.15253517018222898,0.07433323955463525,0.0,0.0,0.0
T00768,V0073,E0017,9000.0,4,9.105090961257085,0.36,0.64,1,42,42,1,7,2,-0.6108206988097624,0.4080587060458431,3109,12,28161.959166666667,12,0,2571,52,70605.14115384615,45,1,0.08333333333333333,0.0024513359827408954,0.1567434853650836,0.3339272688934719,0.03274666666666659,0,0,0,0,0,0,0,0,0,0,0,1,0.06060606060606061,0.12926849136526555,0.06098653467797116,0.0,0.0,0.0
T00769,V0128,E0004,17398.37,6,9.764189277650583,0.6959348,0.30406520000000004,0,18,33,1,2,1,-0.6614235408903759,0.3641828603675828,1779,10,52713.603,8,1,1779,39,40970.16025641026,33,1,0.1,0.010888706524213605,0.08000410267204092,0.18313950140352633,0.017822933987494242,0,0,0,0,0,0,0,0,0,0,0,1,0.06451612903225806,0.13061061645501876,0.06525452223492145,0.0,0.0,0.0
T00770,V0151,E0016,33868.17,4,10.430260440049492,1.3547268,-0.35472679999999995,0,23,54,1,7,4,0.06574231835877334,1.5355779584822935,1018,9,33574.932222222225,8,0,765,62,49197.14306451613,52,2,0.2222222222222222,0.012416069780500989,0.0427300154769637,0.09041704146176864,0.07722531214411654,0,0,0,0,0,0,0,0,0,0,0,1,0.1111111111111111,0.18149443149443154,0.09406870714280391,0.0,0.0,0.0
T00771,V0092,E0007,5073.93,6,8.532068010711415,0.0507393,0.9492607000000001,0,21,21,1,9,2,-0.8214636501072524,0.2948334290170302,2745,8,31774.66875,8,0,1695,44,50363.30431818182,40,1,0.125,0.002289694698754309,0.07382850229839083,0.20891427525391928,0.12051604968929405,0,0,0,0,0,0,0,0,0,0,0,1,0.16279069767441862,0.2124086031062775,0.11194380098321366,0.0,0.0,0.0
T00772,V0268,E0029,37596.17,3,10.534684060587916,1.5038468,-0.5038467999999999,0,44,22,0,2,6,-0.4130212914371282,0.7869634183814866,2982,15,108335.03533333333,10,0,2665,42,77462.72380952381,41,1,0.06666666666666667,0.01155584080625692,0.14946233735312645,0.2988158628461428,0.1669834985850953,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,0.1517094017094017,0.06889943592206495,0.0,0.0,0.0
T00773,V0197,E0059,10940.72,3,9.300338284824594,0.4376288,0.5623712000000001,0,23,34,0,6,1,-0.15883632820493365,1.0167260879484532,1458,6,9798.128333333332,5,0,969,60,33202.16816666667,51,1,0.16666666666666666,0.0054919706573981816,0.012428857244669097,0.022478544027013894,0.020726241051777235,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.15833333333333333,0.08495553953376593,0.0,0.0,0.0
T00774,V0172,E0012,19314.54,3,9.868665232255525,0.1931454,0.8068545999999999,0,34,47,1,3,5,-0.4175340297316977,0.7949957090201131,1687,17,34820.08705882353,12,0,1407,44,37664.29318181818,40,1,0.058823529411764705,0.011654720720837057,0.11037772151007409,0.21124865357684186,0.054908374727019066,0,0,0,0,0,0,0,0,0,0,0,1,0.10810810810810811,0.16216216216216217,0.08008917893230122,0.0,0.0,0.0
T00775,V0147,E0045,22806.51,3,10.034845146671797,0.9122604,0.08773960000000007,0,20,29,1,0,2,0.30993128107100937,2.4153860655060586,2591,18,20560.227777777778,17,0,2505,47,43872.74063829787,46,1,0.05555555555555555,0.01106028222894824,0.037156143136816755,0.06966070314524175,0.05977021473254793,0,0,0,0,0,0,0,0,0,0,0,1,0.15384615384615385,0.1680216802168022,0.08067396148791499,0.0,0.0,0.0
T00776,V0182,E0007,21966.61,6,9.997324374754752,0.2196661,0.7803339,0,30,40,1,6,2,0.076599808144017,2.041367062751754,1944,10,12747.539999999999,9,0,1552,44,50363.30431818182,40,1,0.1,0.009912795499071408,0.11194169286016663,0.33162155766998197,0.12745799192501708,0,0,0,0,0,0,0,0,0,0,0,1,0.02857142857142857,0.14076772424598513,0.06761954898463975,0.0,0.0,0.0
T00777,V0001,E0019,56831.32,5,10.947860456966621,0.11366264,0.88633736,0,11,37,1,2,2,-0.17645817423769866,1.189593776662148,2688,8,90284.88875,7,0,1788,48,66638.51875,42,2,0.25,0.04377285672084861,0.08774021523392825,0.23531217690713677,0.1255161766434424,0,0,0,0,0,0,0,0,0,0,0,1,0.041666666666666664,0.15070287899235268,0.06805059301131777,0.0,0.0,0.0
T00778,V0103,E0013,23787.59,3,10.076961332940298,0.2378759,0.7621241000000001,0,7,10,1,6,3,0.11548324481613255,2.2105915627510573,849,16,14009.205,13,0,842,51,59539.49352941176,43,1,0.0625,0.00783384784929227,0.1590984396432199,0.30664485324467333,0.09153428321238095,0,0,0,0,0,0,0,0,0,0,0,1,0.10810810810810811,0.15675675675675677,0.07923468540334291,0.0,0.0,0.0
T00779,V0072,E0046,16898.39,3,9.73503280558518,0.6759356,0.32406440000000003,0,29,56,1,5,7,-0.5512830307719192,0.5013090902078926,2907,6,28577.465,6,0,2004,61,28114.55737704918,51,1,0.16666666666666666,0.00985335757451364,0.04598875668886191,0.08811655740914279,0.022024583407058325,0,0,0,0,0,0,0,0,0,0,0,1,0.10344827586206896,0.15862068965517243,0.07605820105820106,0.0,0.0,0.0
T00780,V0290,E0015,69052.9,6,11.142642638053463,0.690529,0.30947100000000005,0,23,14,1,2,5,-0.026151310922247404,1.4454160153322788,1549,8,57444.816249999996,8,0,695,38,72504.25157894737,32,1,0.125,0.025063103740457237,0.05987418336927452,0.1754589265741385,0.07600709021634153,0,0,0,0,0,0,0,0,0,0,0,1,0.05714285714285714,0.14893006167053355,0.06963025913147547,0.0,0.0,0.0
T00781,V0124,E0048,71051.87,5,11.171179526798097,0.7105187,0.28948130000000005,0,33,36,1,1,4,-0.5364976929284994,0.630883337291234,1062,16,360812.478125,14,0,88,59,39996.41847457627,51,1,0.0625,0.030109420517648127,0.09884931374120155,0.2475765740662051,0.15069469670537877,0,0,0,0,0,0,0,0,0,0,0,1,0.10256410256410256,0.17608608058608058,0.08806401506280365,0.0,0.0,0.0
T00782,V0069,E0031,21392.36,7,9.970835872489197,0.04278472,0.95721528,0,25,55,1,9,0,-0.13585553360283897,1.2430567338466938,1238,9,15944.52888888889,9,1,1238,44,45388.52636363637,40,1,0.1111111111111111,0.010711737942422332,0.07127817707628414,0.20375561495473257,0.03397895323377128,0,0,0,0,0,0,0,0,0,0,0,1,0.07317073170731707,0.1699733452225147,0.09113148590515716,0.0,0.0,0.0
T00783,V0098,E0023,20856.34,6,9.945461203645284,0.8342536,0.1657464,0,20,24,1,5,3,-0.4960542631921222,0.618725975105704,2218,7,115980.75428571428,7,0,1986,50,59290.7446,39,1,0.14285714285714285,0.007035276801027053,0.0926804993866665,0.24529731394421567,0.12400689670383193,0,0,0,0,0,0,0,0,0,0,0,1,0.043478260869565216,0.13035525644221296,0.06020880208808174,0.0,0.0,0.0
T00784,V0078,E0037,8662.59,3,9.066884465308092,0.01732518,0.98267482,0,30,45,0,6,2,-0.20748130156315098,0.8050184304324937,3391,7,14493.725714285714,6,0,3102,60,85659.37133333334,53,1,0.14285714285714285,0.0016854723278107644,0.07287053168367653,0.14478294237378628,0.06214192291220056,0,0,0,0,0,0,0,0,0,0,0,1,0.10526315789473684,0.15789473684210525,0.0849704572913391,0.0,0.0,0.0
T00785,V0177,E0046,12691.68,3,9.4487807283243,0.5076672,0.4923328,0,17,28,1,5,7,-0.6099829660580164,0.37651246976840436,2890,7,83651.0157142857,7,0,2474,61,28114.55737704918,51,1,0.14285714285714285,0.007400448283020057,0.11292155482397848,0.2101657590518223,0.2028391828347389,0,0,0,0,0,0,0,0,0,0,0,1,0.043478260869565216,0.1329335332333833,0.05746187363834423,0.0,0.0,0.0
